 time            v(adc0)         v(adc1)         v(adc2)         v(adc3)         v(adc4)         v(adc5)         v(adc6)         v(adc7)        
 5.63307241e-07  4.75002957e-09  4.75002953e-09  4.75003377e-09  4.75002960e-09  3.82021736e-09  3.82021737e-09  4.75002959e-09  3.76939215e-09 
 5.65307241e-07  4.58692355e-09  4.58692358e-09  4.58691912e-09  4.58692351e-09  5.50169836e-09  5.50169835e-09  4.58692351e-09  5.55304891e-09 
 5.67307241e-07  4.70963726e-09  4.70963722e-09  4.70964189e-09  4.70963728e-09  3.81023582e-09  3.81023584e-09  4.70963728e-09  3.75837801e-09 
 5.69307241e-07  4.62638138e-09  4.62638143e-09  4.62637648e-09  4.62638136e-09  5.51008409e-09  5.51008413e-09  4.62638136e-09  5.56243094e-09 
 5.71307241e-07  4.67110596e-09  4.67110597e-09  4.67111115e-09  4.67110604e-09  3.80341658e-09  3.80341655e-09  4.67110604e-09  3.75059913e-09 
 5.73307241e-07  4.66399461e-09  4.66399460e-09  4.66398924e-09  4.66399459e-09  5.51536631e-09  5.51536632e-09  4.66399459e-09  5.56863570e-09 
 5.75307241e-07  4.63440153e-09  4.63440158e-09  4.63440723e-09  4.63440160e-09  3.79964197e-09  3.79964196e-09  4.63440162e-09  3.74593937e-09 
 5.77307241e-07  4.69979974e-09  4.69979971e-09  4.69979379e-09  4.69979965e-09  5.51766286e-09  5.51766290e-09  4.69979969e-09  5.57177956e-09 
 5.79307241e-07  4.59948603e-09  4.59948608e-09  4.59949228e-09  4.59948616e-09  3.79879387e-09  3.79879386e-09  4.59948611e-09  3.74428216e-09 
 5.81307241e-07  4.73383563e-09  4.73383561e-09  4.73382911e-09  4.73383551e-09  5.51709202e-09  5.51709203e-09  4.73383555e-09  5.57197940e-09 
 5.83307241e-07  4.56631962e-09  4.56631962e-09  4.56632643e-09  4.56631975e-09  3.80075422e-09  3.80075422e-09  4.56631969e-09  3.74551049e-09 
 5.85307241e-07  4.76614293e-09  4.76614293e-09  4.76613584e-09  4.76614283e-09  5.51377162e-09  5.51377160e-09  4.76614287e-09  5.56935212e-09 
 5.87307241e-07  4.53486090e-09  4.53486089e-09  4.53486824e-09  4.53486092e-09  3.80540530e-09  3.80540530e-09  4.53486092e-09  3.74950772e-09 
 5.89307241e-07  4.79676377e-09  4.79676379e-09  4.79675613e-09  4.79676374e-09  5.50781899e-09  5.50781900e-09  4.79676370e-09  5.56401397e-09 
 5.91307241e-07  4.50506711e-09  4.50506711e-09  4.50507505e-09  4.50506716e-09  3.81263034e-09  3.81263030e-09  4.50506715e-09  3.75615786e-09 
 5.93307241e-07  4.82574147e-09  4.82574143e-09  4.82573320e-09  4.82574142e-09  5.49935056e-09  5.49935057e-09  4.82574141e-09  5.55608064e-09 
 5.95307241e-07  4.47689448e-09  4.47689448e-09  4.47690303e-09  4.47689450e-09  3.82231345e-09  3.82231347e-09  4.47689452e-09  3.76534579e-09 
 5.97307241e-07  4.85312022e-09  4.85312020e-09  4.85311131e-09  4.85312019e-09  5.48848133e-09  5.48848133e-09  4.85312018e-09  5.54566651e-09 
 5.99307241e-07  4.45029829e-09  4.45029829e-09  4.45030752e-09  4.45029835e-09  3.83434056e-09  3.83434058e-09  4.45029833e-09  3.77695796e-09 
 6.01307241e-07  4.87894507e-09  4.87894507e-09  4.87893553e-09  4.87894505e-09  5.47532426e-09  5.47532430e-09  4.87894504e-09  5.53288413e-09 
 6.03307241e-07  4.42523341e-09  4.42523342e-09  4.42524329e-09  4.42523342e-09  3.84859954e-09  3.84859948e-09  4.42523346e-09  3.79088258e-09 
 6.05307241e-07  4.90326146e-09  4.90326146e-09  4.90325127e-09  4.90326147e-09  5.45999138e-09  5.45999141e-09  4.90326145e-09  5.51784516e-09 
 6.07307241e-07  4.40165394e-09  4.40165398e-09  4.40166454e-09  4.40165397e-09  3.86497870e-09  3.86497867e-09  4.40165401e-09  3.80700827e-09 
 6.09307241e-07  4.92611553e-09  4.92611551e-09  4.92610459e-09  4.92611552e-09  5.44259321e-09  5.44259324e-09  4.92611550e-09  5.50066007e-09 
 6.11307241e-07  4.37951371e-09  4.37951377e-09  4.37952505e-09  4.37951377e-09  3.88336885e-09  3.88336881e-09  4.37951378e-09  3.82522582e-09 
 6.13307241e-07  4.94755349e-09  4.94755339e-09  4.94754179e-09  4.94755344e-09  5.42323783e-09  5.42323782e-09  4.94755342e-09  5.48143686e-09 
 6.15307241e-07  4.35876653e-09  4.35876658e-09  4.35877858e-09  4.35876656e-09  3.90366310e-09  3.90366311e-09  4.35876661e-09  3.84542826e-09 
 6.17307241e-07  4.96762152e-09  4.96762148e-09  4.96760904e-09  4.96762148e-09  5.40203080e-09  5.40203082e-09  4.96762143e-09  5.46028127e-09 
 6.19307241e-07  4.33936619e-09  4.33936621e-09  4.33937898e-09  4.33936617e-09  3.92575721e-09  3.92575721e-09  4.33936624e-09  3.86751117e-09 
 6.21307241e-07  4.98636569e-09  4.98636568e-09  4.98635252e-09  4.98636567e-09  5.37907501e-09  5.37907503e-09  4.98636568e-09  5.43729655e-09 
 6.23307241e-07  4.32126657e-09  4.32126662e-09  4.32128016e-09  4.32126661e-09  3.94954955e-09  3.94954956e-09  4.32126660e-09  3.89137252e-09 
 6.25307241e-07  5.00383214e-09  5.00383210e-09  5.00381815e-09  5.00383211e-09  5.35447090e-09  5.35447092e-09  5.00383209e-09  5.41258356e-09 
 6.27307241e-07  4.30442190e-09  4.30442197e-09  4.30443633e-09  4.30442190e-09  3.97494081e-09  3.97494078e-09  4.30442192e-09  3.91691241e-09 
 6.29307241e-07  5.02006639e-09  5.02006633e-09  5.02005155e-09  5.02006639e-09  5.32831651e-09  5.32831656e-09  5.02006640e-09  5.38624084e-09 
 6.31307241e-07  4.28878680e-09  4.28878684e-09  4.28880203e-09  4.28878683e-09  4.00183489e-09  4.00183483e-09  4.28878687e-09  3.94403434e-09 
 6.33307241e-07  5.03511356e-09  5.03511350e-09  5.03509791e-09  5.03511347e-09  5.30070585e-09  5.30070590e-09  5.03511351e-09  5.35836304e-09 
 6.35307241e-07  4.27431653e-09  4.27431656e-09  4.27433261e-09  4.27431659e-09  4.03013921e-09  4.03013915e-09  4.27431661e-09  3.97264495e-09 
 6.37307241e-07  5.04901800e-09  5.04901797e-09  5.04900145e-09  5.04901793e-09  5.27173049e-09  5.27173054e-09  5.04901791e-09  5.32904234e-09 
 6.39307241e-07  4.26096687e-09  4.26096693e-09  4.26098385e-09  4.26096696e-09  4.05976347e-09  4.05976342e-09  4.26096695e-09  4.00265331e-09 
 6.41307241e-07  5.06182371e-09  5.06182369e-09  5.06180631e-09  5.06182365e-09  5.24147924e-09  5.24147930e-09  5.06182361e-09  5.29836846e-09 
 6.43307241e-07  4.24869425e-09  4.24869430e-09  4.24871215e-09  4.24869437e-09  4.09062008e-09  4.09062002e-09  4.24869437e-09  4.03397087e-09 
 6.45307241e-07  5.07357392e-09  5.07357388e-09  5.07355563e-09  5.07357383e-09  5.21003849e-09  5.21003852e-09  5.07357381e-09  5.26642862e-09 
 6.47307241e-07  4.23745586e-09  4.23745587e-09  4.23747461e-09  4.23745590e-09  4.12262404e-09  4.12262396e-09  4.23745596e-09  4.06651182e-09 
 6.49307241e-07  5.08431103e-09  5.08431103e-09  5.08429189e-09  5.08431097e-09  5.17749192e-09  5.17749197e-09  5.08431095e-09  5.23330750e-09 
 6.51307241e-07  4.22720959e-09  4.22720962e-09  4.22722926e-09  4.22720966e-09  4.15569298e-09  4.15569293e-09  4.22720970e-09  4.10019265e-09 
 6.53307241e-07  5.09407687e-09  5.09407679e-09  5.09405671e-09  5.09407675e-09  5.14392053e-09  5.14392057e-09  5.09407670e-09  5.19908718e-09 
 6.55307241e-07  4.21791411e-09  4.21791419e-09  4.21793469e-09  4.21791422e-09  4.18974720e-09  4.18974722e-09  4.21791422e-09  4.13493253e-09 
 6.57307241e-07  5.10291209e-09  5.10291204e-09  5.10289104e-09  5.10291199e-09  5.10940269e-09  5.10940273e-09  5.10291198e-09  5.16384721e-09 
 6.59307241e-07  4.20952904e-09  4.20952912e-09  4.20955052e-09  4.20952914e-09  4.22470978e-09  4.22470968e-09  4.20952918e-09  4.17065340e-09 
 6.61307241e-07  5.11085686e-09  5.11085678e-09  5.11083489e-09  5.11085676e-09  5.07401407e-09  5.07401414e-09  5.11085670e-09  5.12766435e-09 
 6.63307241e-07  4.20201486e-09  4.20201496e-09  4.20203729e-09  4.20201495e-09  4.26050619e-09  4.26050616e-09  4.20201497e-09  4.20727963e-09 
 6.65307241e-07  5.11795009e-09  5.11795002e-09  5.11792722e-09  5.11795001e-09  5.03782780e-09  5.03782780e-09  5.11794996e-09  5.09061299e-09 
 6.67307241e-07  4.19533299e-09  4.19533308e-09  4.19535633e-09  4.19533305e-09  4.29706479e-09  4.29706476e-09  4.19533311e-09  4.24473829e-09 
 6.69307241e-07  5.12423000e-09  5.12422991e-09  5.12420620e-09  5.12422994e-09  5.00091408e-09  5.00091411e-09  5.12422992e-09  5.05276470e-09 
 6.71307241e-07  4.18944576e-09  4.18944585e-09  4.18947009e-09  4.18944581e-09  4.33431659e-09  4.33431655e-09  4.18944586e-09  4.28295885e-09 
 6.73307241e-07  5.12973369e-09  5.12973358e-09  5.12970892e-09  5.12973359e-09  4.96334088e-09  4.96334092e-09  5.12973358e-09  5.01418880e-09 
 6.75307241e-07  4.18431661e-09  4.18431670e-09  4.18434184e-09  4.18431670e-09  4.37219490e-09  4.37219487e-09  4.18431667e-09  4.32187346e-09 
 6.77307241e-07  5.13449726e-09  5.13449718e-09  5.13447157e-09  5.13449721e-09  4.92517337e-09  4.92517340e-09  5.13449717e-09  4.97495182e-09 
 6.79307241e-07  4.17990983e-09  4.17990991e-09  4.17993600e-09  4.17990987e-09  4.41063590e-09  4.41063588e-09  4.17990990e-09  4.36141676e-09 
 6.81307241e-07  5.13855589e-09  5.13855581e-09  5.13852924e-09  5.13855584e-09  4.88647423e-09  4.88647425e-09  5.13855584e-09  4.93511794e-09 
 6.83307241e-07  4.17619078e-09  4.17619084e-09  4.17621788e-09  4.17619082e-09  4.44957812e-09  4.44957813e-09  4.17619087e-09  4.40152579e-09 
 6.85307241e-07  5.14194374e-09  5.14194368e-09  5.14191616e-09  5.14194372e-09  4.84730378e-09  4.84730376e-09  5.14194370e-09  4.89474892e-09 
 6.87307241e-07  4.17312585e-09  4.17312584e-09  4.17315387e-09  4.17312585e-09  4.48896246e-09  4.48896246e-09  4.17312587e-09  4.44214001e-09 
 6.89307241e-07  5.14469406e-09  5.14469399e-09  5.14466554e-09  5.14469405e-09  4.80771968e-09  4.80771971e-09  5.14469399e-09  4.85386874e-09 
 6.91307241e-07  4.17068215e-09  4.17068216e-09  4.17071116e-09  4.17068218e-09  4.52873242e-09  4.52873236e-09  4.17068219e-09  4.48327007e-09 
 6.93307241e-07  5.14683894e-09  5.14683891e-09  5.14680949e-09  5.14683894e-09  4.76777747e-09  4.76777750e-09  5.14683892e-09  4.81253889e-09 
 6.95307241e-07  4.16882819e-09  4.16882823e-09  4.16885814e-09  4.16882820e-09  4.56883355e-09  4.56883353e-09  4.16882822e-09  4.52478673e-09 
 6.97307241e-07  5.14840967e-09  5.14840966e-09  5.14837927e-09  5.14840970e-09  4.72749505e-09  4.72749507e-09  5.14840969e-09  4.77084824e-09 
 6.99307241e-07  4.16753313e-09  4.16753320e-09  4.16756400e-09  4.16753312e-09  4.60928286e-09  4.60928281e-09  4.16753312e-09  4.56663888e-09 
 7.01307241e-07  5.14943644e-09  5.14943643e-09  5.14940513e-09  5.14943645e-09  4.68692771e-09  4.68692773e-09  5.14943645e-09  4.72884702e-09 
 7.03307241e-07  4.16676737e-09  4.16676740e-09  4.16679916e-09  4.16676734e-09  4.64995658e-09  4.64995656e-09  4.16676738e-09  4.60877713e-09 
 7.05307241e-07  5.14994836e-09  5.14994837e-09  5.14991618e-09  5.14994842e-09  4.64615901e-09  4.64615903e-09  5.14994844e-09  4.68658364e-09 
 7.07307241e-07  4.16650218e-09  4.16650216e-09  4.16653481e-09  4.16650215e-09  4.69080905e-09  4.69080905e-09  4.16650209e-09  4.65115394e-09 
 7.09307241e-07  5.14997377e-09  5.14997380e-09  5.14994068e-09  5.14997384e-09  4.60523373e-09  4.60523372e-09  5.14997386e-09  4.64410482e-09 
 7.11307241e-07  4.16670981e-09  4.16670977e-09  4.16674336e-09  4.16670970e-09  4.73179646e-09  4.73179648e-09  4.16670970e-09  4.69372350e-09 
 7.13307241e-07  5.14953985e-09  5.14953986e-09  5.14950581e-09  5.14953991e-09  4.56419479e-09  4.56419480e-09  5.14953993e-09  4.60145555e-09 
 7.15307241e-07  4.16736350e-09  4.16736350e-09  4.16739794e-09  4.16736342e-09  4.77287662e-09  4.77287656e-09  4.16736339e-09  4.73644175e-09 
 7.17307241e-07  5.14867283e-09  5.14867282e-09  5.14863796e-09  5.14867287e-09  4.52308362e-09  4.52308362e-09  5.14867290e-09  4.55867897e-09 
 7.19307241e-07  4.16843749e-09  4.16843752e-09  4.16847281e-09  4.16843737e-09  4.81400891e-09  4.81400891e-09  4.16843740e-09  4.77926625e-09 
 7.21307241e-07  5.14739806e-09  5.14739807e-09  5.14736226e-09  5.14739814e-09  4.48193982e-09  4.48193982e-09  5.14739813e-09  4.51581671e-09 
 7.23307241e-07  4.16990695e-09  4.16990697e-09  4.16994320e-09  4.16990688e-09  4.85515477e-09  4.85515477e-09  4.16990689e-09  4.82215637e-09 
 7.25307241e-07  5.14573979e-09  5.14573976e-09  5.14570308e-09  5.14573988e-09  4.44080126e-09  4.44080126e-09  5.14573983e-09  4.47290848e-09 
 7.27307241e-07  4.17174811e-09  4.17174818e-09  4.17178530e-09  4.17174807e-09  4.89627691e-09  4.89627691e-09  4.17174812e-09  4.86507319e-09 
 7.29307241e-07  5.14372150e-09  5.14372145e-09  5.14368394e-09  5.14372149e-09  4.39970445e-09  4.39970442e-09  5.14372150e-09  4.42999251e-09 
 7.31307241e-07  4.17393798e-09  4.17393805e-09  4.17397600e-09  4.17393797e-09  4.93733976e-09  4.93733976e-09  4.17393797e-09  4.90797924e-09 
 7.33307241e-07  5.14136561e-09  5.14136557e-09  5.14132716e-09  5.14136561e-09  4.35868409e-09  4.35868406e-09  5.14136558e-09  4.38710526e-09 
 7.35307241e-07  4.17645450e-09  4.17645455e-09  4.17649334e-09  4.17645453e-09  4.97830930e-09  4.97830930e-09  4.17645452e-09  4.95083895e-09 
 7.37307241e-07  5.13869373e-09  5.13869372e-09  5.13865451e-09  5.13869374e-09  4.31777348e-09  4.31777351e-09  5.13869377e-09  4.34428169e-09 
 7.39307241e-07  4.17927654e-09  4.17927657e-09  4.17931620e-09  4.17927649e-09  5.01915299e-09  5.01915301e-09  4.17927652e-09  4.99361807e-09 
 7.40000000e-07  5.13267835e-09  5.13267841e-09  5.13263769e-09  5.13267846e-09  4.23880006e-09  4.23880006e-09  5.13267845e-09  4.26146702e-09 
 7.40200000e-07  4.66282832e-09  4.66282830e-09  4.66282923e-09  4.66282831e-09  4.70846078e-09  4.70846072e-09  4.66282829e-09  4.71103741e-09 
 7.40600000e-07  4.65302502e-09  4.65302506e-09  4.65302413e-09  4.65302502e-09  4.60890027e-09  4.60890034e-09  4.65302502e-09  4.60622227e-09 
 7.41400000e-07  4.66378385e-09  4.66378390e-09  4.66378470e-09  4.66378394e-09  4.70712789e-09  4.70712781e-09  4.66378389e-09  4.70985368e-09 
 7.43000000e-07  4.65272275e-09  4.65272268e-09  4.65272200e-09  4.65272276e-09  4.60977632e-09  4.60977639e-09  4.65272278e-09  4.60702737e-09 
 7.44463343e-07  4.66311996e-09  4.66312000e-09  4.66312073e-09  4.66311997e-09  4.70562636e-09  4.70562630e-09  4.66311995e-09  4.70839991e-09 
 7.45000000e-07  4.66688723e-09  4.66688725e-09  4.66688653e-09  4.66688717e-09  4.62560726e-09  4.62560729e-09  4.66688717e-09  4.62276993e-09 
 7.45135119e-07  4.61185904e-09  4.61185894e-09  4.61185892e-09  4.61185907e-09  4.61059385e-09  4.61059391e-09  4.61185907e-09  4.61064925e-09 
 7.45405358e-07  4.71847037e-09  4.71847044e-09  4.71847046e-09  4.71847033e-09  4.71978058e-09  4.71978060e-09  4.71847029e-09  4.71973595e-09 
 7.45945835e-07  4.62340484e-09  4.62340481e-09  4.62340480e-09  4.62340490e-09  4.62208123e-09  4.62208123e-09  4.62340494e-09  4.62212038e-09 
 7.47026789e-07  4.66753827e-09  4.66753823e-09  4.66753828e-09  4.66753814e-09  4.66886631e-09  4.66886631e-09  4.66753813e-09  4.66882991e-09 
 7.49026789e-07  4.66691461e-09  4.66691462e-09  4.66691461e-09  4.66691468e-09  4.66558471e-09  4.66558468e-09  4.66691472e-09  4.66561960e-09 
 7.51026789e-07  4.62862293e-09  4.62862292e-09  4.62862292e-09  4.62862283e-09  4.62995427e-09  4.62995433e-09  4.62862276e-09  4.62992088e-09 
 7.53026789e-07  4.71204443e-09  4.71204451e-09  4.71204448e-09  4.71204457e-09  4.71071198e-09  4.71071192e-09  4.71204464e-09  4.71074385e-09 
 7.55026789e-07  4.57708193e-09  4.57708190e-09  4.57708190e-09  4.57708182e-09  4.57841523e-09  4.57841529e-09  4.57708177e-09  4.57838481e-09 
 7.57026789e-07  4.77016400e-09  4.77016397e-09  4.77016401e-09  4.77016409e-09  4.76883016e-09  4.76883014e-09  4.77016411e-09  4.76885917e-09 
 7.59026789e-07  4.51224508e-09  4.51224506e-09  4.51224504e-09  4.51224498e-09  4.51357913e-09  4.51357911e-09  4.51224492e-09  4.51355160e-09 
 7.61026789e-07  4.84182886e-09  4.84182891e-09  4.84182886e-09  4.84182898e-09  4.84049488e-09  4.84049490e-09  4.84182900e-09  4.84052092e-09 
 7.63026789e-07  4.43366866e-09  4.43366860e-09  4.43366865e-09  4.43366855e-09  4.43500228e-09  4.43500231e-09  4.43366855e-09  4.43497774e-09 
 7.65026789e-07  4.92737386e-09  4.92737391e-09  4.92737384e-09  4.92737395e-09  4.92604077e-09  4.92604078e-09  4.92737400e-09  4.92606389e-09 
 7.67026789e-07  4.34112337e-09  4.34112325e-09  4.34112332e-09  4.34112327e-09  4.34245569e-09  4.34245568e-09  4.34112319e-09  4.34243401e-09 
 7.69026789e-07  5.02692683e-09  5.02692693e-09  5.02692684e-09  5.02692695e-09  5.02559542e-09  5.02559546e-09  5.02692697e-09  5.02561571e-09 
 7.71026789e-07  4.23457864e-09  4.23457856e-09  4.23457859e-09  4.23457849e-09  4.23590888e-09  4.23590889e-09  4.23457845e-09  4.23589007e-09 
 7.73026789e-07  5.14042514e-09  5.14042527e-09  5.14042525e-09  5.14042533e-09  5.13909622e-09  5.13909620e-09  5.14042537e-09  5.13911354e-09 
 7.75026789e-07  4.11418590e-09  4.11418579e-09  4.11418576e-09  4.11418566e-09  4.11551337e-09  4.11551334e-09  4.11418565e-09  4.11549750e-09 
 7.77026789e-07  5.26763324e-09  5.26763336e-09  5.26763337e-09  5.26763349e-09  5.26630729e-09  5.26630732e-09  5.26763351e-09  5.26632170e-09 
 7.79026789e-07  3.98026034e-09  3.98026023e-09  3.98026020e-09  3.98026014e-09  3.98158467e-09  3.98158467e-09  3.98026012e-09  3.98157177e-09 
 7.81026789e-07  5.40816065e-09  5.40816078e-09  5.40816073e-09  5.40816085e-09  5.40683800e-09  5.40683796e-09  5.40816087e-09  5.40684938e-09 
 7.83026789e-07  3.83326309e-09  3.83326302e-09  3.83326309e-09  3.83326298e-09  3.83458414e-09  3.83458412e-09  3.83326292e-09  3.83457420e-09 
 7.85026789e-07  5.56148017e-09  5.56148026e-09  5.56148021e-09  5.56148027e-09  5.56016089e-09  5.56016091e-09  5.56148035e-09  5.56016931e-09 
 7.87026789e-07  3.67378295e-09  3.67378286e-09  3.67378291e-09  3.67378284e-09  3.67510051e-09  3.67510052e-09  3.67378285e-09  3.67509366e-09 
 7.89026789e-07  5.72694601e-09  5.72694608e-09  5.72694608e-09  5.72694614e-09  5.72563018e-09  5.72563018e-09  5.72694615e-09  5.72563548e-09 
 7.91026789e-07  3.50251837e-09  3.50251831e-09  3.50251836e-09  3.50251826e-09  3.50383262e-09  3.50383266e-09  3.50251825e-09  3.50382890e-09 
 7.93026789e-07  5.90381123e-09  5.90381130e-09  5.90381127e-09  5.90381139e-09  5.90249852e-09  5.90249853e-09  5.90381139e-09  5.90250068e-09 
 7.95026789e-07  3.32026055e-09  3.32026052e-09  3.32026056e-09  3.32026044e-09  3.32157188e-09  3.32157189e-09  3.32026042e-09  3.32157132e-09 
 7.97026789e-07  6.09124451e-09  6.09124454e-09  6.09124451e-09  6.09124461e-09  6.08993450e-09  6.08993443e-09  6.09124457e-09  6.08993341e-09 
 7.99026789e-07  3.12787712e-09  3.12787708e-09  3.12787711e-09  3.12787703e-09  3.12918600e-09  3.12918602e-09  3.12787701e-09  3.12918868e-09 
 8.01026789e-07  6.28834571e-09  6.28834576e-09  6.28834570e-09  6.28834581e-09  6.28703784e-09  6.28703783e-09  6.28834585e-09  6.28703342e-09 
 8.03026789e-07  2.92629661e-09  2.92629658e-09  2.92629659e-09  2.92629651e-09  2.92760372e-09  2.92760377e-09  2.92629653e-09  2.92760983e-09 
 8.05026789e-07  6.49416150e-09  6.49416153e-09  6.49416148e-09  6.49416159e-09  6.49285492e-09  6.49285494e-09  6.49416154e-09  6.49284704e-09 
 8.07026789e-07  2.71649419e-09  2.71649419e-09  2.71649422e-09  2.71649411e-09  2.71780039e-09  2.71780043e-09  2.71649413e-09  2.71781013e-09 
 8.09026789e-07  6.70769818e-09  6.70769822e-09  6.70769813e-09  6.70769826e-09  6.70639206e-09  6.70639203e-09  6.70769822e-09  6.70638048e-09 
 8.11026789e-07  2.49947850e-09  2.49947848e-09  2.49947857e-09  2.49947847e-09  2.50078480e-09  2.50078480e-09  2.49947848e-09  2.50079825e-09 
 8.13026789e-07  6.92793513e-09  6.92793517e-09  6.92793509e-09  6.92793521e-09  6.92662844e-09  6.92662844e-09  6.92793518e-09  6.92661300e-09 
 8.15026789e-07  2.27627946e-09  2.27627945e-09  2.27627956e-09  2.27627944e-09  2.27758684e-09  2.27758685e-09  2.27627949e-09  2.27760432e-09 
 8.17026789e-07  7.15383609e-09  7.15383610e-09  7.15383597e-09  7.15383609e-09  7.15252771e-09  7.15252772e-09  7.15383607e-09  7.15250822e-09 
 8.19026789e-07  2.04793716e-09  2.04793713e-09  2.04793729e-09  2.04793718e-09  2.04924668e-09  2.04924667e-09  2.04793718e-09  2.04926833e-09 
 8.21026789e-07  7.38435946e-09  7.38435949e-09  7.38435934e-09  7.38435944e-09  7.38304855e-09  7.38304854e-09  7.38435946e-09  7.38302467e-09 
 8.23026789e-07  1.81549201e-09  1.81549199e-09  1.81549214e-09  1.81549203e-09  1.81680467e-09  1.81680463e-09  1.81549201e-09  1.81683079e-09 
 8.25026789e-07  7.61846830e-09  7.61846830e-09  7.61846815e-09  7.61846828e-09  7.61715363e-09  7.61715367e-09  7.61846825e-09  7.61712517e-09 
 8.27026789e-07  1.57997574e-09  1.57997573e-09  1.57997587e-09  1.57997576e-09  1.58129258e-09  1.58129259e-09  1.57997576e-09  1.58132349e-09 
 8.29026789e-07  7.85513796e-09  7.85513794e-09  7.85513782e-09  7.85513796e-09  7.85381865e-09  7.85381863e-09  7.85513792e-09  7.85378528e-09 
 8.31026789e-07  1.34240382e-09  1.34240384e-09  1.34240397e-09  1.34240385e-09  1.34372581e-09  1.34372582e-09  1.34240387e-09  1.34376182e-09 
 8.33026789e-07  8.09336395e-09  8.09336396e-09  8.09336384e-09  8.09336397e-09  8.09203909e-09  8.09203908e-09  8.09336392e-09  8.09200036e-09 
 8.35026789e-07  1.10376838e-09  1.10376839e-09  1.10376853e-09  1.10376841e-09  1.10509626e-09  1.10509630e-09  1.10376840e-09  1.10513775e-09 
 8.37026789e-07  8.33216794e-09  8.33216799e-09  8.33216786e-09  8.33216795e-09  8.33083694e-09  8.33083694e-09  8.33216793e-09  8.33079255e-09 
 8.39026789e-07  8.65032466e-10  8.65032417e-10  8.65032538e-10  8.65032424e-10  8.66366744e-10  8.66366737e-10  8.65032445e-10  8.66414104e-10 
 8.41026789e-07  8.57060352e-09  8.57060356e-09  8.57060350e-09  8.57060360e-09  8.56926590e-09  8.56926591e-09  8.57060364e-09  8.56921547e-09 
 8.43026789e-07  6.27124739e-10  6.27124749e-10  6.27124814e-10  6.27124687e-10  6.28465812e-10  6.28465776e-10  6.27124700e-10  6.28519433e-10 
 8.45026789e-07  8.80776075e-09  8.80776074e-09  8.80776065e-09  8.80776076e-09  8.80641624e-09  8.80641624e-09  8.80776078e-09  8.80635930e-09 
 8.47026789e-07  3.90935527e-10  3.90935468e-10  3.90935606e-10  3.90935512e-10  3.92283420e-10  3.92283442e-10  3.90935506e-10  3.92343815e-10 
 8.49026789e-07  9.04276976e-09  9.04276984e-09  9.04276975e-09  9.04276984e-09  9.04141856e-09  9.04141857e-09  9.04276982e-09  9.04135464e-09 
 8.51026789e-07  1.57313242e-10  1.57313191e-10  1.57313347e-10  1.57313204e-10  1.58667732e-10  1.58667725e-10  1.57313229e-10  1.58735273e-10 
 8.53026789e-07  9.27480431e-09  9.27480435e-09  9.27480422e-09  9.27480436e-09  9.27344683e-09  9.27344683e-09  9.27480431e-09  9.27337549e-09 
 8.55026789e-07 -7.29571625e-11 -7.29572088e-11 -7.29570680e-11 -7.29572180e-11 -7.15963714e-11 -7.15964042e-11 -7.29571983e-11 -7.15211298e-11 
 8.57026789e-07  9.50312125e-09  9.50312135e-09  9.50312119e-09  9.50312134e-09  9.50175749e-09  9.50175753e-09  9.50312132e-09  9.50167814e-09 
 8.59026789e-07 -2.99189518e-10 -2.99189617e-10 -2.99189487e-10 -2.99189606e-10 -2.97823063e-10 -2.97823047e-10 -2.99189559e-10 -2.97739567e-10 
 8.61026789e-07  9.72709137e-09  9.72709149e-09  9.72709134e-09  9.72709144e-09  9.72572259e-09  9.72572257e-09  9.72709140e-09  9.72563478e-09 
 8.63026789e-07 -5.20724410e-10 -5.20724466e-10 -5.20724320e-10 -5.20724479e-10 -5.19353713e-10 -5.19353777e-10 -5.20724442e-10 -5.19261467e-10 
 8.65026789e-07  9.94602584e-09  9.94602588e-09  9.94602568e-09  9.94602582e-09  9.94465374e-09  9.94465372e-09  9.94602583e-09  9.94455689e-09 
 8.67026789e-07 -7.36897766e-10 -7.36897841e-10 -7.36897658e-10 -7.36897741e-10 -7.35524830e-10 -7.35524842e-10 -7.36897743e-10 -7.35423263e-10 
 8.69026789e-07  1.01592854e-08  1.01592854e-08  1.01592853e-08  1.01592854e-08  1.01579123e-08  1.01579123e-08  1.01592854e-08  1.01578058e-08 
 8.71026789e-07 -9.47095298e-10 -9.47095340e-10 -9.47095181e-10 -9.47095299e-10 -9.45722684e-10 -9.45722699e-10 -9.47095298e-10 -9.45611236e-10 
 8.73026789e-07  1.03662808e-08  1.03662808e-08  1.03662808e-08  1.03662809e-08  1.03649096e-08  1.03649096e-08  1.03662809e-08  1.03647929e-08 
 8.75026789e-07 -1.15075286e-09 -1.15075286e-09 -1.15075274e-09 -1.15075286e-09 -1.14938366e-09 -1.14938368e-09 -1.15075289e-09 -1.14926173e-09 
 8.77026789e-07  1.05664730e-08  1.05664730e-08  1.05664729e-08  1.05664730e-08  1.05651068e-08  1.05651069e-08  1.05664730e-08  1.05649794e-08 
 8.79026789e-07 -1.34735602e-09 -1.34735605e-09 -1.34735594e-09 -1.34735608e-09 -1.34599398e-09 -1.34599397e-09 -1.34735608e-09 -1.34586091e-09 
 8.81026789e-07  1.07593722e-08  1.07593722e-08  1.07593721e-08  1.07593723e-08  1.07580152e-08  1.07580152e-08  1.07593722e-08  1.07578764e-08 
