 time            v(adc0)         v(adc1)         v(adc2)         v(adc3)         v(adc4)         v(adc5)         v(adc6)         v(adc7)        
 4.26537674e-06  2.60882934e-09  2.60882922e-09  2.60886109e-09  2.60882918e-09  3.30712580e-09  3.30712581e-09  2.60882917e-09  2.61008478e-09 
 4.26737674e-06  6.90005523e-09  6.90005537e-09  6.90002068e-09  6.90005543e-09  6.23769884e-09  6.23769883e-09  6.90005547e-09  6.89863701e-09 
 4.26937674e-06  2.21699955e-09  2.21699940e-09  2.21703708e-09  2.21699940e-09  2.84030402e-09  2.84030400e-09  2.21699930e-09  2.21858205e-09 
 4.27137674e-06  7.30587288e-09  7.30587292e-09  7.30583217e-09  7.30587304e-09  6.72460396e-09  6.72460397e-09  7.30587308e-09  7.30412508e-09 
 4.27337674e-06  1.79765017e-09  1.79765009e-09  1.79769416e-09  1.79764998e-09  2.33403178e-09  2.33403174e-09  1.79764993e-09  1.79956373e-09 
 4.27537674e-06  7.73827255e-09  7.73827260e-09  7.73822509e-09  7.73827269e-09  7.24949529e-09  7.24949529e-09  7.73827276e-09  7.73619323e-09 
 4.27737674e-06  1.35270399e-09  1.35270393e-09  1.35275501e-09  1.35270383e-09  1.79129596e-09  1.79129597e-09  1.35270376e-09  1.35494854e-09 
 4.27937674e-06  8.19524076e-09  8.19524080e-09  8.19518598e-09  8.19524096e-09  7.80927724e-09  7.80927720e-09  8.19524097e-09  8.19283200e-09 
 4.28137674e-06  8.84255886e-10  8.84255839e-10  8.84314535e-10  8.84255718e-10  1.21528534e-09  1.21528537e-09  8.84255689e-10  8.86827331e-10 
 4.28337674e-06  8.67461016e-09  8.67461020e-09  8.67454757e-09  8.67461033e-09  8.40068257e-09  8.40068257e-09  8.67461037e-09  8.67187815e-09 
 4.28537674e-06  3.94537147e-10  3.94537051e-10  3.94603819e-10  3.94536973e-10  6.09331401e-10  6.09331394e-10  3.94536968e-10  3.97427111e-10 
 4.28737674e-06  9.17409421e-09  9.17409426e-09  9.17402332e-09  9.17409436e-09  9.02032860e-09  9.02032858e-09  9.17409435e-09  9.17104944e-09 
 4.28937674e-06 -1.14152108e-10 -1.14152191e-10 -1.14076997e-10 -1.14152283e-10 -2.31497715e-11 -2.31497292e-11 -1.14152283e-10 -1.10955207e-10 
 4.29137674e-06  9.69138646e-09  9.69138649e-09  9.69130693e-09  9.69138661e-09  9.66477711e-09  9.66477709e-09  9.69138658e-09  9.68804155e-09 
 4.29337674e-06 -6.39571195e-10 -6.39571264e-10 -6.39487220e-10 -6.39571329e-10 -6.78897275e-10 -6.78897286e-10 -6.39571387e-10 -6.36082917e-10 
 4.29537674e-06  1.02243182e-08  1.02243183e-08  1.02242297e-08  1.02243184e-08  1.03309529e-08  1.03309529e-08  1.02243183e-08  1.02206918e-08 
 4.29737674e-06 -1.17940350e-09 -1.17940361e-09 -1.17931054e-09 -1.17940374e-09 -1.35464025e-09 -1.35464024e-09 -1.17940372e-09 -1.17564461e-09 
 4.29937674e-06  1.07704326e-08  1.07704327e-08  1.07703351e-08  1.07704328e-08  1.10153994e-08  1.10153994e-08  1.07704328e-08  1.07665474e-08 
 4.30137674e-06 -1.73118572e-09 -1.73118587e-09 -1.73108353e-09 -1.73118595e-09 -2.04693905e-09 -2.04693905e-09 -1.73118594e-09 -1.72718087e-09 
 4.30337674e-06  1.13272654e-08  1.13272655e-08  1.13271586e-08  1.13272656e-08  1.17147014e-08  1.17147014e-08  1.13272656e-08  1.13231482e-08 
 4.30537674e-06 -2.29245808e-09 -2.29245818e-09 -2.29234656e-09 -2.29245824e-09 -2.75240938e-09 -2.75240941e-09 -2.29245826e-09 -2.28823595e-09 
 4.30737674e-06  1.18923665e-08  1.18923666e-08  1.18922504e-08  1.18923667e-08  1.24255115e-08  1.24255115e-08  1.18923667e-08  1.18880477e-08 
 4.30937674e-06 -2.86078476e-09 -2.86078485e-09 -2.86066396e-09 -2.86078488e-09 -3.46774681e-09 -3.46774681e-09 -2.86078490e-09 -2.85637787e-09 
 4.31137674e-06  1.24633189e-08  1.24633190e-08  1.24631936e-08  1.24633191e-08  1.31445730e-08  1.31445731e-08  1.24633191e-08  1.24588331e-08 
 4.31337674e-06 -3.43377202e-09 -3.43377205e-09 -3.43364216e-09 -3.43377211e-09 -4.18974658e-09 -4.18974655e-09 -3.43377209e-09 -3.42921656e-09 
 4.31537674e-06  1.30377560e-08  1.30377561e-08  1.30376218e-08  1.30377561e-08  1.38687378e-08  1.38687378e-08  1.30377561e-08  1.30331410e-08 
 4.31737674e-06 -4.00908380e-09 -4.00908381e-09 -4.00894525e-09 -4.00908385e-09 -4.91532085e-09 -4.91532083e-09 -4.00908382e-09 -4.00441947e-09 
 4.31937674e-06  1.36133758e-08  1.36133758e-08  1.36132330e-08  1.36133758e-08  1.45949815e-08  1.45949815e-08  1.36133757e-08  1.36086729e-08 
 4.32137674e-06 -4.58445526e-09 -4.58445527e-09 -4.58430852e-09 -4.58445530e-09 -5.64151214e-09 -5.64151211e-09 -4.58445531e-09 -4.57972505e-09 
 4.32337674e-06  1.41879533e-08  1.41879533e-08  1.41878026e-08  1.41879533e-08  1.53204158e-08  1.53204157e-08  1.41879533e-08  1.41832073e-08 
 4.32537674e-06 -5.15770424e-09 -5.15770425e-09 -5.15754988e-09 -5.15770428e-09 -6.36550354e-09 -6.36550353e-09 -5.15770427e-09 -5.15295434e-09 
 4.32737674e-06  1.47593514e-08  1.47593515e-08  1.47591936e-08  1.47593515e-08  1.60422975e-08  1.60422975e-08  1.47593515e-08  1.47546099e-08 
 4.32937674e-06 -5.72674075e-09 -5.72674075e-09 -5.72657959e-09 -5.72674082e-09 -7.08462725e-09 -7.08462724e-09 -5.72674081e-09 -5.72202019e-09 
 4.33137674e-06  1.53255295e-08  1.53255294e-08  1.53253652e-08  1.53255295e-08  1.67580355e-08  1.67580354e-08  1.53255295e-08  1.53208428e-08 
 4.33337674e-06 -6.28957507e-09 -6.28957508e-09 -6.28940786e-09 -6.28957509e-09 -7.79636983e-09 -7.79636978e-09 -6.28957508e-09 -6.28493555e-09 
 4.33537674e-06  1.58845501e-08  1.58845501e-08  1.58843803e-08  1.58845501e-08  1.74651951e-08  1.74651950e-08  1.58845501e-08  1.58799711e-08 
 4.33737674e-06 -6.84432363e-09 -6.84432365e-09 -6.84415144e-09 -6.84432364e-09 -8.49837637e-09 -8.49837632e-09 -6.84432363e-09 -6.83981923e-09 
 4.33937674e-06  1.64345847e-08  1.64345847e-08  1.64344105e-08  1.64345847e-08  1.81615015e-08  1.81615015e-08  1.64345847e-08  1.64301689e-08 
 4.34137674e-06 -7.38921405e-09 -7.38921402e-09 -7.38903805e-09 -7.38921403e-09 -9.18845270e-09 -9.18845267e-09 -7.38921402e-09 -7.38490126e-09 
 4.34337674e-06  1.69739180e-08  1.69739180e-08  1.69737405e-08  1.69739180e-08  1.88448413e-08  1.88448413e-08  1.69739180e-08  1.69697228e-08 
 4.34537674e-06 -7.92258847e-09 -7.92258844e-09 -7.92240993e-09 -7.92258850e-09 -9.86456593e-09 -9.86456591e-09 -7.92258845e-09 -7.91852573e-09 
 4.34737674e-06  1.75009502e-08  1.75009502e-08  1.75007709e-08  1.75009502e-08  1.95132622e-08  1.95132622e-08  1.75009502e-08  1.74970349e-08 
 4.34937674e-06 -8.44290577e-09 -8.44290583e-09 -8.44272614e-09 -8.44290583e-09 -1.05248439e-08 -1.05248439e-08 -8.44290581e-09 -8.43915341e-09 
 4.35137674e-06  1.80141990e-08  1.80141990e-08  1.80140194e-08  1.80141990e-08  2.01649715e-08  2.01649715e-08  1.80141990e-08  1.80106249e-08 
 4.35337674e-06 -8.94874291e-09 -8.94874295e-09 -8.94856370e-09 -8.94874295e-09 -1.11675732e-08 -1.11675732e-08 -8.94874293e-09 -8.94536273e-09 
 4.35537674e-06  1.85123006e-08  1.85123006e-08  1.85121222e-08  1.85123006e-08  2.07983345e-08  2.07983345e-08  1.85123006e-08  1.85091301e-08 
 4.35737674e-06 -9.43879493e-09 -9.43879491e-09 -9.43861777e-09 -9.43879493e-09 -1.17911970e-08 -1.17911970e-08 -9.43879494e-09 -9.43585025e-09 
 4.35937674e-06  1.89997747e-08  1.89997747e-08  1.89995992e-08  1.89997747e-08  2.14183404e-08  2.14183404e-08  1.89997747e-08  1.89970708e-08 
 4.36137674e-06 -9.91140263e-09 -9.91140268e-09 -9.91122933e-09 -9.91140264e-09 -1.23937138e-08 -1.23937138e-08 -9.91140266e-09 -9.90895763e-09 
 4.36337674e-06  1.94636692e-08  1.94636693e-08  1.94634985e-08  1.94636693e-08  2.20103543e-08  2.20103544e-08  1.94636692e-08  1.94614978e-08 
 4.36537674e-06 -1.03630193e-08 -1.03630193e-08 -1.03628518e-08 -1.03630193e-08 -1.29707706e-08 -1.29707706e-08 -1.03630193e-08 -1.03611403e-08 
 4.36737674e-06  1.99095787e-08  1.99095787e-08  1.99094147e-08  1.99095787e-08  2.25807170e-08  2.25807169e-08  1.99095787e-08  1.99080063e-08 
 4.36937674e-06 -1.07990262e-08 -1.07990262e-08 -1.07988664e-08 -1.07990262e-08 -1.35291944e-08 -1.35291944e-08 -1.07990261e-08 -1.07977790e-08 
 4.37137674e-06  2.03360235e-08  2.03360235e-08  2.03358682e-08  2.03360235e-08  2.31276658e-08  2.31276657e-08  2.03360235e-08  2.03351165e-08 
 4.37337674e-06 -1.12151732e-08 -1.12151733e-08 -1.12150231e-08 -1.12151732e-08 -1.40637516e-08 -1.40637516e-08 -1.12151732e-08 -1.12146245e-08 
 4.37537674e-06  2.07422149e-08  2.07422149e-08  2.07420704e-08  2.07422149e-08  2.36502979e-08  2.36502978e-08  2.07422148e-08  2.07420405e-08 
 4.37737674e-06 -1.16107257e-08 -1.16107257e-08 -1.16105875e-08 -1.16107256e-08 -1.45736056e-08 -1.45736055e-08 -1.16107256e-08 -1.16109427e-08 
 4.37937674e-06  2.11274705e-08  2.11274705e-08  2.11273389e-08  2.11274704e-08  2.41478405e-08  2.41478405e-08  2.11274703e-08  2.11280961e-08 
 4.38137674e-06 -1.19850535e-08 -1.19850535e-08 -1.19849294e-08 -1.19850534e-08 -1.50580468e-08 -1.50580468e-08 -1.19850534e-08 -1.19861039e-08 
 4.38337674e-06  2.14912108e-08  2.14912107e-08  2.14910944e-08  2.14912107e-08  2.46196451e-08  2.46196451e-08  2.14912106e-08  2.14927040e-08 
 4.38537674e-06 -1.23376275e-08 -1.23376275e-08 -1.23375197e-08 -1.23376274e-08 -1.55164870e-08 -1.55164870e-08 -1.23376273e-08 -1.23395788e-08 
 4.38737674e-06  2.18329551e-08  2.18329551e-08  2.18328562e-08  2.18329550e-08  2.50651813e-08  2.50651813e-08  2.18329548e-08  2.18353837e-08 
 4.38937674e-06 -1.26680151e-08 -1.26680151e-08 -1.26679259e-08 -1.26680149e-08 -1.59484531e-08 -1.59484531e-08 -1.26680148e-08 -1.26709350e-08 
 4.39137674e-06  2.21523174e-08  2.21523174e-08  2.21522385e-08  2.21523173e-08  2.54840311e-08  2.54840311e-08  2.21523172e-08  2.21557491e-08 
 4.39337674e-06 -1.29758762e-08 -1.29758762e-08 -1.29758082e-08 -1.29758761e-08 -1.63535811e-08 -1.63535810e-08 -1.29758760e-08 -1.29798322e-08 
 4.39537674e-06  2.24490022e-08  2.24490022e-08  2.24489456e-08  2.24490021e-08  2.58758825e-08  2.58758825e-08  2.24490020e-08  2.24535043e-08 
 4.39737674e-06 -1.32609591e-08 -1.32609590e-08 -1.32609145e-08 -1.32609589e-08 -1.67316097e-08 -1.67316097e-08 -1.32609588e-08 -1.32660183e-08 
 4.39937674e-06  2.27227998e-08  2.27227998e-08  2.27227679e-08  2.27227997e-08  2.62405234e-08  2.62405235e-08  2.27227996e-08  2.27284391e-08 
 4.40137674e-06 -1.35230952e-08 -1.35230952e-08 -1.35230766e-08 -1.35230951e-08 -1.70823748e-08 -1.70823748e-08 -1.35230950e-08 -1.35293243e-08 
 4.40337674e-06  2.29735817e-08  2.29735817e-08  2.29735770e-08  2.29735817e-08  2.65778357e-08  2.65778357e-08  2.29735815e-08  2.29804248e-08 
 4.40537674e-06 -1.37621952e-08 -1.37621953e-08 -1.37622050e-08 -1.37621952e-08 -1.74058029e-08 -1.74058029e-08 -1.37621950e-08 -1.37696602e-08 
 4.40737674e-06  2.32012963e-08  2.32012963e-08  2.32013212e-08  2.32012962e-08  2.68877890e-08  2.68877889e-08  2.32012961e-08  2.32094087e-08 
 4.40937674e-06 -1.39782440e-08 -1.39782440e-08 -1.39782846e-08 -1.39782439e-08 -1.77019054e-08 -1.77019054e-08 -1.39782438e-08 -1.39870101e-08 
 4.41137674e-06  2.34059637e-08  2.34059637e-08  2.34060206e-08  2.34059636e-08  2.71704347e-08  2.71704347e-08  2.34059634e-08  2.34154104e-08 
 4.41337674e-06 -1.41712960e-08 -1.41712960e-08 -1.41713698e-08 -1.41712959e-08 -1.79707724e-08 -1.79707724e-08 -1.41712957e-08 -1.41814276e-08 
 4.41537674e-06  2.35876717e-08  2.35876717e-08  2.35877631e-08  2.35876715e-08  2.74259007e-08  2.74259006e-08  2.35876714e-08  2.35985167e-08 
 4.41737674e-06 -1.43414707e-08 -1.43414707e-08 -1.43415803e-08 -1.43414706e-08 -1.82125674e-08 -1.82125674e-08 -1.43414704e-08 -1.43530313e-08 
 4.41937674e-06  2.37465705e-08  2.37465706e-08  2.37466990e-08  2.37465704e-08  2.76543848e-08  2.76543848e-08  2.37465703e-08  2.37588768e-08 
 4.42137674e-06 -1.44889482e-08 -1.44889482e-08 -1.44890959e-08 -1.44889480e-08 -1.84275214e-08 -1.84275214e-08 -1.44889478e-08 -1.45020002e-08 
 4.42337674e-06  2.38828691e-08  2.38828691e-08  2.38830370e-08  2.38828690e-08  2.78561502e-08  2.78561502e-08  2.38828688e-08  2.38966984e-08 
 4.42537674e-06 -1.46139643e-08 -1.46139643e-08 -1.46141528e-08 -1.46139643e-08 -1.86159278e-08 -1.86159278e-08 -1.46139641e-08 -1.46285689e-08 
 4.42737674e-06  2.39968298e-08  2.39968298e-08  2.39970395e-08  2.39968297e-08  2.80315194e-08  2.80315194e-08  2.39968295e-08  2.40122428e-08 
 4.42937674e-06 -1.47168070e-08 -1.47168069e-08 -1.47170383e-08 -1.47168069e-08 -1.87781367e-08 -1.87781367e-08 -1.47168066e-08 -1.47330239e-08 
 4.43137674e-06  2.40887646e-08  2.40887647e-08  2.40890186e-08  2.40887646e-08  2.81808695e-08  2.81808695e-08  2.40887643e-08  2.41058206e-08 
 4.43337674e-06 -1.47978108e-08 -1.47978108e-08 -1.47980875e-08 -1.47978107e-08 -1.89145502e-08 -1.89145502e-08 -1.47978105e-08 -1.48156988e-08 
 4.43537674e-06  2.41590309e-08  2.41590310e-08  2.41593314e-08  2.41590309e-08  2.83046269e-08  2.83046270e-08  2.41590306e-08  2.41777877e-08 
 4.43737674e-06 -1.48573542e-08 -1.48573542e-08 -1.48576786e-08 -1.48573541e-08 -1.90256177e-08 -1.90256177e-08 -1.48573538e-08 -1.48769701e-08 
 4.43937674e-06  2.42080273e-08  2.42080274e-08  2.42083767e-08  2.42080273e-08  2.84032631e-08  2.84032631e-08  2.42080270e-08  2.42285410e-08 
 4.44137674e-06 -1.48958544e-08 -1.48958545e-08 -1.48962288e-08 -1.48958544e-08 -1.91118308e-08 -1.91118308e-08 -1.48958542e-08 -1.49172538e-08 
 4.44337674e-06  2.42361895e-08  2.42361895e-08  2.42365899e-08  2.42361895e-08  2.84772896e-08  2.84772896e-08  2.42361892e-08  2.42585148e-08 
 4.44537674e-06 -1.49137645e-08 -1.49137644e-08 -1.49141910e-08 -1.49137645e-08 -1.91737190e-08 -1.91737190e-08 -1.49137641e-08 -1.49370010e-08 
 4.44737674e-06  2.42439870e-08  2.42439870e-08  2.42444406e-08  2.42439869e-08  2.85272537e-08  2.85272537e-08  2.42439866e-08  2.42681769e-08 
 4.44937674e-06 -1.49161752e-08 -1.49161752e-08 -1.49166560e-08 -1.49161751e-08 -1.92177786e-08 -1.92177786e-08 -1.49161748e-08 -1.49413080e-08 
 4.45137674e-06  2.42242001e-08  2.42242001e-08  2.42247088e-08  2.42242000e-08  2.85446243e-08  2.85446243e-08  2.42241997e-08  2.42502968e-08 
 4.45337674e-06 -1.48943437e-08 -1.48943437e-08 -1.48948808e-08 -1.48943436e-08 -1.92327115e-08 -1.92327115e-08 -1.48943432e-08 -1.49214170e-08 
 4.45537674e-06  2.41927728e-08  2.41927729e-08  2.41933389e-08  2.41927728e-08  2.85482047e-08  2.85482047e-08  2.41927724e-08  2.42208345e-08 
 4.45737674e-06 -1.48534543e-08 -1.48534544e-08 -1.48540499e-08 -1.48534543e-08 -1.92250931e-08 -1.92250932e-08 -1.48534539e-08 -1.48825167e-08 
 4.45937674e-06  2.41425685e-08  2.41425686e-08  2.41431940e-08  2.41425685e-08  2.85295520e-08  2.85295520e-08  2.41425681e-08  2.41726419e-08 
 4.46137674e-06 -1.47940821e-08 -1.47940822e-08 -1.47947380e-08 -1.47940821e-08 -1.91955651e-08 -1.91955651e-08 -1.47940817e-08 -1.48251765e-08 
 4.46337674e-06  2.40741873e-08  2.40741873e-08  2.40748739e-08  2.40741872e-08  2.84893174e-08  2.84893174e-08  2.40741867e-08  2.41063117e-08 
 4.46537674e-06 -1.47168495e-08 -1.47168496e-08 -1.47175673e-08 -1.47168495e-08 -1.91447876e-08 -1.91447875e-08 -1.47168490e-08 -1.47500137e-08 
 4.46737674e-06  2.39882677e-08  2.39882677e-08  2.39890170e-08  2.39882676e-08  2.84281708e-08  2.84281708e-08  2.39882671e-08  2.40224803e-08 
 4.46937674e-06 -1.46224021e-08 -1.46224021e-08 -1.46231834e-08 -1.46224021e-08 -1.90734415e-08 -1.90734416e-08 -1.46224016e-08 -1.46576726e-08 
 4.47137674e-06  2.38854579e-08  2.38854579e-08  2.38862716e-08  2.38854578e-08  2.83468111e-08  2.83468112e-08  2.38854573e-08  2.39217947e-08 
 4.47337674e-06 -1.45113901e-08 -1.45113901e-08 -1.45122366e-08 -1.45113901e-08 -1.89822553e-08 -1.89822553e-08 -1.45113896e-08 -1.45488021e-08 
 4.47537674e-06  2.37664097e-08  2.37664097e-08  2.37672894e-08  2.37664097e-08  2.82459922e-08  2.82459922e-08  2.37664091e-08  2.38049050e-08 
 4.47737674e-06 -1.43844627e-08 -1.43844627e-08 -1.43853759e-08 -1.43844627e-08 -1.88719906e-08 -1.88719906e-08 -1.43844621e-08 -1.44240510e-08 
 4.47937674e-06  2.36317619e-08  2.36317619e-08  2.36327091e-08  2.36317619e-08  2.81264750e-08  2.81264749e-08  2.36317613e-08  2.36724527e-08 
 4.48137674e-06 -1.42422455e-08 -1.42422455e-08 -1.42432270e-08 -1.42422454e-08 -1.87434071e-08 -1.87434071e-08 -1.42422448e-08 -1.42840490e-08 
 4.48337674e-06  2.34821287e-08  2.34821287e-08  2.34831450e-08  2.34821286e-08  2.79890173e-08  2.79890173e-08  2.34821281e-08  2.35250540e-08 
 4.48500000e-06 -1.40662117e-08 -1.40662116e-08 -1.40672713e-08 -1.40662116e-08 -1.85791890e-08 -1.85791890e-08 -1.40662110e-08 -1.41105321e-08 
 4.48520000e-06  4.44132634e-09  4.44132642e-09  4.44141805e-09  4.44132640e-09  4.45208213e-09  4.45208211e-09  4.44132636e-09  4.44426424e-09 
 4.48560000e-06  4.91417043e-09  4.91417036e-09  4.91407478e-09  4.91417034e-09  4.91124123e-09  4.91124125e-09  4.91417034e-09  4.91112884e-09 
 4.48640000e-06  4.38481671e-09  4.38481672e-09  4.38491386e-09  4.38481669e-09  4.38406502e-09  4.38406494e-09  4.38481671e-09  4.38789992e-09 
 4.48715030e-06  4.94903283e-09  4.94903278e-09  4.94893423e-09  4.94903282e-09  4.95354722e-09  4.95354724e-09  4.94903279e-09  4.94591245e-09 
 4.48769748e-06  4.34594527e-09  4.34594544e-09  4.34604544e-09  4.34594538e-09  4.33653165e-09  4.33653163e-09  4.34594535e-09  4.34910502e-09 
 4.48811443e-06  4.99513852e-09  4.99513831e-09  4.99503712e-09  4.99513847e-09  5.01055109e-09  5.01055112e-09  4.99513848e-09  4.99194506e-09 
 4.48850989e-06  4.28688812e-09  4.28688837e-09  4.28698992e-09  4.28688813e-09  4.26565416e-09  4.26565412e-09  4.28688816e-09  4.29009966e-09 
 4.48885200e-06  5.13533237e-09  5.13533208e-09  5.13523095e-09  5.13533235e-09  5.16260470e-09  5.16260477e-09  5.13533226e-09  5.13212069e-09 
 4.48908032e-06  3.53551302e-09  3.53551333e-09  3.53561246e-09  3.53551337e-09  3.50192452e-09  3.50192452e-09  3.53551334e-09  3.53862188e-09 
 4.48931880e-06  8.00085383e-09  8.00085355e-09  8.00075825e-09  8.00085342e-09  8.03378514e-09  8.03378509e-09  8.00085345e-09  7.99812942e-09 
 4.48948797e-06 -9.42972415e-09 -9.42972379e-09 -9.42963580e-09 -9.42972386e-09 -9.43895243e-09 -9.43895252e-09 -9.42972396e-09 -9.42852993e-09 
 4.48966817e-06  4.33926573e-08  4.33926570e-08  4.33925771e-08  4.33926572e-08  4.33462876e-08  4.33462878e-08  4.33926572e-08  4.33942773e-08 
 4.48986546e-06 -7.45505920e-08 -7.45505918e-08 -7.45505195e-08 -7.45505921e-08 -7.44233801e-08 -7.44233802e-08 -7.45505920e-08 -7.45558097e-08 
 4.49000000e-06  1.79298940e-07  1.79298940e-07  1.79298875e-07  1.79298940e-07  1.79017675e-07  1.79017675e-07  1.79298940e-07  1.79309731e-07 
 4.49002198e-06 -2.40120773e-07 -2.40120773e-07 -2.40120745e-07 -2.40120773e-07 -2.39943845e-07 -2.39943845e-07 -2.40120773e-07 -2.40147449e-07 
 4.49006594e-06  2.93316997e-07  2.93316997e-07  2.93316902e-07  2.93316997e-07  2.93500779e-07  2.93500779e-07  2.93316997e-07  2.93462414e-07 
 4.49015386e-06 -2.49435849e-07 -2.49435849e-07 -2.49435734e-07 -2.49435849e-07 -2.49928434e-07 -2.49928434e-07 -2.49435851e-07 -2.49715994e-07 
 4.49032970e-06  2.31998889e-07  2.31998890e-07  2.31998777e-07  2.31998890e-07  2.32662893e-07  2.32662892e-07  2.31998894e-07  2.32370039e-07 
 4.49068137e-06 -2.07874907e-07 -2.07874907e-07 -2.07874798e-07 -2.07874907e-07 -2.08627232e-07 -2.08627232e-07 -2.07874912e-07 -2.08297208e-07 
 4.49138472e-06  2.09560221e-07  2.09560221e-07  2.09560116e-07  2.09560221e-07  2.10357017e-07  2.10357017e-07  2.09560227e-07  2.10009325e-07 
 4.49257292e-06 -1.95665040e-07 -1.95665040e-07 -1.95664937e-07 -1.95665040e-07 -1.96488253e-07 -1.96488253e-07 -1.95665046e-07 -1.96130385e-07 
 4.49446152e-06  2.02083873e-07  2.02083873e-07  2.02083771e-07  2.02083873e-07  2.02923717e-07  2.02923717e-07  2.02083878e-07  2.02559562e-07 
 4.49646152e-06 -1.90017751e-07 -1.90017751e-07 -1.90017650e-07 -1.90017751e-07 -1.90873316e-07 -1.90873316e-07 -1.90017757e-07 -1.90503303e-07 
 4.49846152e-06  1.96575728e-07  1.96575728e-07  1.96575629e-07  1.96575728e-07  1.97447013e-07  1.97447013e-07  1.96575734e-07  1.97071223e-07 
 4.50046152e-06 -1.84489816e-07 -1.84489816e-07 -1.84489719e-07 -1.84489816e-07 -1.85376831e-07 -1.85376831e-07 -1.84489822e-07 -1.84995340e-07 
 4.50246152e-06  1.91030037e-07  1.91030037e-07  1.91029942e-07  1.91030037e-07  1.91932775e-07  1.91932775e-07  1.91030044e-07  1.91545666e-07 
 4.50446152e-06 -1.78928371e-07 -1.78928371e-07 -1.78928277e-07 -1.78928371e-07 -1.79846834e-07 -1.79846834e-07 -1.78928377e-07 -1.79454185e-07 
 4.50646152e-06  1.85454781e-07  1.85454781e-07  1.85454690e-07  1.85454781e-07  1.86388958e-07  1.86388958e-07  1.85454788e-07  1.85990851e-07 
 4.50846152e-06 -1.73341221e-07 -1.73341221e-07 -1.73341131e-07 -1.73341221e-07 -1.74291108e-07 -1.74291108e-07 -1.73341228e-07 -1.73887621e-07 
 4.51046152e-06  1.79857592e-07  1.79857592e-07  1.79857504e-07  1.79857592e-07  1.80823171e-07  1.80823171e-07  1.79857599e-07  1.80414387e-07 
 4.51246152e-06 -1.67735824e-07 -1.67735824e-07 -1.67735739e-07 -1.67735824e-07 -1.68717085e-07 -1.68717085e-07 -1.67735832e-07 -1.68303084e-07 
 4.51446152e-06  1.74245755e-07  1.74245755e-07  1.74245672e-07  1.74245755e-07  1.75242674e-07  1.75242674e-07  1.74245763e-07  1.74823538e-07 
 4.51646152e-06 -1.62119298e-07 -1.62119298e-07 -1.62119217e-07 -1.62119298e-07 -1.63131858e-07 -1.63131858e-07 -1.62119305e-07 -1.62707668e-07 
 4.51846152e-06  1.68626218e-07  1.68626218e-07  1.68626140e-07  1.68626218e-07  1.69654391e-07  1.69654391e-07  1.68626226e-07  1.69225228e-07 
 4.52046152e-06 -1.56498418e-07 -1.56498418e-07 -1.56498342e-07 -1.56498418e-07 -1.57542180e-07 -1.57542180e-07 -1.56498426e-07 -1.57108126e-07 
 4.52246152e-06  1.63005591e-07  1.63005591e-07  1.63005518e-07  1.63005591e-07  1.64064907e-07  1.64064907e-07  1.63005600e-07  1.63626045e-07 
 4.52446152e-06 -1.50879631e-07 -1.50879631e-07 -1.50879561e-07 -1.50879631e-07 -1.51954472e-07 -1.51954472e-07 -1.50879640e-07 -1.51510883e-07 
 4.52646152e-06  1.57390156e-07  1.57390156e-07  1.57390089e-07  1.57390157e-07  1.58480481e-07  1.58480481e-07  1.57390165e-07  1.58032247e-07 
 4.52846152e-06 -1.45269057e-07 -1.45269057e-07 -1.45268992e-07 -1.45269058e-07 -1.46374830e-07 -1.46374830e-07 -1.45269067e-07 -1.45922033e-07 
 4.53046152e-06  1.51785874e-07  1.51785874e-07  1.51785812e-07  1.51785874e-07  1.52907048e-07  1.52907048e-07  1.51785883e-07  1.52449771e-07 
 4.53246152e-06 -1.39672498e-07 -1.39672498e-07 -1.39672439e-07 -1.39672498e-07 -1.40809032e-07 -1.40809032e-07 -1.39672507e-07 -1.40347355e-07 
 4.53446152e-06  1.46198389e-07  1.46198389e-07  1.46198333e-07  1.46198389e-07  1.47350230e-07  1.47350230e-07  1.46198399e-07  1.46884236e-07 
 4.53646152e-06 -1.34095443e-07 -1.34095443e-07 -1.34095390e-07 -1.34095443e-07 -1.35262544e-07 -1.35262544e-07 -1.34095453e-07 -1.34792315e-07 
 4.53846152e-06  1.40633038e-07  1.40633038e-07  1.40632988e-07  1.40633038e-07  1.41815342e-07  1.41815342e-07  1.40633048e-07  1.41340958e-07 
 4.54046152e-06 -1.28543078e-07 -1.28543078e-07 -1.28543032e-07 -1.28543079e-07 -1.29740530e-07 -1.29740530e-07 -1.28543089e-07 -1.29262074e-07 
 4.54246152e-06  1.35094860e-07  1.35094860e-07  1.35094817e-07  1.35094860e-07  1.36307397e-07  1.36307397e-07  1.35094870e-07  1.35824950e-07 
 4.54446152e-06 -1.23020297e-07 -1.23020297e-07 -1.23020257e-07 -1.23020297e-07 -1.24247859e-07 -1.24247859e-07 -1.23020308e-07 -1.23761502e-07 
 4.54646152e-06  1.29588601e-07  1.29588601e-07  1.29588565e-07  1.29588602e-07  1.30831120e-07  1.30831120e-07  1.29588613e-07  1.30340935e-07 
 4.54846152e-06 -1.17531702e-07 -1.17531702e-07 -1.17531669e-07 -1.17531702e-07 -1.18789111e-07 -1.18789111e-07 -1.17531714e-07 -1.18295179e-07 
 4.55046152e-06  1.24118727e-07  1.24118727e-07  1.24118698e-07  1.24118727e-07  1.25390953e-07  1.25390953e-07  1.24118739e-07  1.24893353e-07 
