 yes             v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(Vitest)       i(Viout)        v(Vout)         i(v.x3.vib0)    i(v.x3.vib1)    i(v.x3.vib2)    i(v.x3.vib3)    i(v.x3.vib4)    i(v.x3.vib5)    i(v.x3.vib6)   
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.38910827e-11  3.96722849e-09  3.96722849e-06  4.87839081e-14  4.42479578e-14  4.26984898e-14  4.46402433e-14  5.05162700e-14  4.20021101e-14  4.43829593e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.15171802e-08  1.27510394e-08  1.27510394e-05  1.07379819e-06  4.27443934e-14  4.13721405e-14  4.33676808e-14  4.91962467e-14  4.09887571e-14  4.33766640e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.33229877e-08  2.30942362e-08  2.30942362e-05  4.70832991e-14  1.07135219e-06  4.12602373e-14  4.32544219e-14  4.90712110e-14  4.08867801e-14  4.32704906e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.46916690e-08  3.35184566e-08  3.35184566e-05  1.07378025e-06  1.07133282e-06  4.11950209e-14  4.31889543e-14  4.89993505e-14  4.08284243e-14  4.32099159e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.71889366e-08  4.52402940e-08  4.52402940e-05  4.72071975e-14  4.27407741e-14  1.08218842e-06  4.31371655e-14  4.89427639e-14  4.07826275e-14  4.31624933e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.86007052e-08  5.60897270e-08  5.60897270e-05  1.07378827e-06  4.26241500e-14  1.08217699e-06  4.31000651e-14  4.89023883e-14  4.07500451e-14  4.31288256e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  7.01416371e-08  6.71579236e-08  6.71579236e-05  4.70074329e-14  1.07133242e-06  1.08216727e-06  4.30688198e-14  4.88685024e-14  4.07227668e-14  4.31006892e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.10924558e-08  7.77265744e-08  7.77265744e-05  1.07377329e-06  1.07131821e-06  1.08215926e-06  4.30432779e-14  4.88408898e-14  4.07005874e-14  4.30778493e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.46749432e-08  9.09046062e-08  9.09046062e-05  4.73248828e-14  4.28510142e-14  4.12542349e-14  1.09409307e-06  4.88111329e-14  4.06767386e-14  4.30533302e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.06110723e-07  1.02048107e-07  1.02048107e-04  1.07379284e-06  4.26729898e-14  4.11902561e-14  1.09408696e-06  4.87890232e-14  4.06590568e-14  4.30351801e-14 
