 yes             v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(Vitest)       i(Viout)        v(Vout)         i(v.x3.vib0)    i(v.x3.vib1)    i(v.x3.vib2)    i(v.x3.vib3)    i(v.x3.vib4)    i(v.x3.vib5)    i(v.x3.vib6)   
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.40541190e-11  5.06964487e-09  5.06964487e-06  4.47917196e-14  4.47403436e-14  4.74959217e-14  4.57260334e-14  4.48430717e-14  4.48784505e-14  4.63122053e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.14874663e-08  1.42627867e-08  1.42627867e-05  1.03500736e-06  4.32221844e-14  4.60221203e-14  4.44265761e-14  4.36736479e-14  4.37991898e-14  4.52649392e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.31151125e-08  2.45278339e-08  2.45278339e-05  4.32307007e-14  1.05523898e-06  4.58988944e-14  4.43116706e-14  4.35636900e-14  4.36912321e-14  4.51551690e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.44605029e-08  3.48921790e-08  3.48921790e-05  1.03499091e-06  1.05522127e-06  4.58260439e-14  4.42442796e-14  4.34995682e-14  4.36285420e-14  4.50916159e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.56831923e-08  4.53154482e-08  4.53154482e-05  4.33480549e-14  4.32235926e-14  1.03557353e-06  4.41957506e-14  4.34535951e-14  4.35837388e-14  4.50463016e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.70818728e-08  5.60050638e-08  5.60050638e-05  1.03499842e-06  4.31033696e-14  1.03556521e-06  4.41567641e-14  4.34168018e-14  4.35479788e-14  4.50102061e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.84840510e-08  6.67653371e-08  6.67653371e-05  4.31624675e-14  1.05522133e-06  1.03555825e-06  4.41244210e-14  4.33863837e-14  4.35184866e-14  4.49804911e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  7.94292226e-08  7.71384276e-08  7.71384276e-05  1.03498473e-06  1.05520828e-06  1.03555247e-06  4.40977472e-14  4.33613768e-14  4.34942934e-14  4.49561547e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.21231775e-08  8.92080672e-08  8.92080672e-05  4.34594565e-14  4.33385078e-14  4.59005797e-14  1.04411027e-06  4.33361379e-14  4.34699274e-14  4.49316834e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.03518315e-07  1.00069802e-07  1.00069802e-04  1.03500262e-06  4.31530925e-14  4.58264644e-14  1.04410553e-06  4.33161110e-14  4.34506328e-14  4.49123349e-14 
