 yes             v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(Vitest)       i(Viout)        v(Vout)         i(v.x3.vib0)    i(v.x3.vib1)    i(v.x3.vib2)    i(v.x3.vib3)    i(v.x3.vib4)    i(v.x3.vib5)    i(v.x3.vib6)   
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.38054845e-11  1.20966082e-08  1.20966082e-05  4.41446714e-14  4.60926395e-14  4.19525673e-14  4.35419869e-14  4.51054546e-14  4.66287450e-14  4.52658206e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.18754722e-08  2.21462916e-08  2.21462916e-05  1.11558204e-06  4.45167522e-14  4.06371344e-14  4.22903959e-14  4.39163294e-14  4.54957713e-14  4.42343412e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.33079666e-08  3.22963405e-08  3.22963405e-05  4.26004876e-14  1.10337784e-06  4.05319223e-14  4.21847342e-14  4.38095938e-14  4.53875602e-14  4.41308412e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.50122734e-08  4.29254434e-08  4.29254434e-05  1.11555782e-06  1.10335535e-06  4.04661966e-14  4.21192637e-14  4.37438373e-14  4.53211772e-14  4.40675337e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.59702393e-08  5.30104706e-08  5.30104706e-05  4.27125673e-14  4.45183084e-14  1.10311384e-06  4.20745693e-14  4.36991475e-14  4.52762080e-14  4.40247466e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.77788938e-08  6.39774128e-08  6.39774128e-05  1.11556865e-06  4.43939279e-14  1.10310025e-06  4.20364126e-14  4.36611418e-14  4.52380697e-14  4.39885308e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.90008966e-08  7.44701751e-08  7.44701751e-05  4.25317346e-14  1.10335544e-06  1.10308945e-06  4.20063470e-14  4.36313022e-14  4.52082003e-14  4.39602181e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.03051953e-08  8.50943245e-08  8.50943245e-05  1.11554845e-06  1.10333893e-06  1.10308002e-06  4.19803114e-14  4.36055464e-14  4.51824758e-14  4.39358734e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.23497308e-08  9.64631726e-08  9.64631726e-05  4.28246834e-14  4.46392597e-14  4.05361070e-14  1.09968514e-06  4.35816036e-14  4.51586131e-14  4.39133257e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.04184755e-07  1.07675581e-07  1.07675581e-04  1.11557503e-06  4.44460738e-14  4.04681764e-14  1.09967833e-06  4.35607658e-14  4.51378876e-14  4.38937715e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.15418560e-07  1.18351013e-07  1.18351013e-04  4.25630133e-14  1.10336569e-06  4.04213563e-14  1.09967247e-06  4.35429331e-14  4.51201847e-14  4.38770919e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.26772732e-07  1.29169251e-07  1.29169251e-04  1.11555301e-06  1.10334669e-06  4.03833592e-14  1.09966703e-06  4.35264766e-14  4.51038771e-14  4.38617466e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.37552957e-07  1.39464359e-07  1.39464359e-04  4.26476342e-14  4.44476163e-14  1.10308994e-06  1.09966226e-06  4.35120688e-14  4.50896238e-14  4.38483505e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.48904959e-07  1.50328187e-07  1.50328187e-04  1.11556305e-06  4.43537460e-14  1.10308017e-06  1.09965757e-06  4.34979821e-14  4.50757109e-14  4.38352896e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.59798487e-07  1.60773326e-07  1.60773326e-04  4.25060734e-14  1.10334696e-06  1.10307190e-06  1.09965335e-06  4.34853648e-14  4.50632693e-14  4.38236232e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.70686009e-07  1.71230863e-07  1.71230863e-04  1.11554435e-06  1.10333229e-06  1.10306447e-06  1.09964938e-06  4.34735200e-14  4.50516074e-14  4.38126997e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  1.82660614e-07  1.82752041e-07  1.82752041e-04  4.29357171e-14  4.47580535e-14  4.06478350e-14  4.20771335e-14  1.08599365e-06  4.50395619e-14  4.38014295e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  1.94508421e-07  1.94169982e-07  1.94169982e-04  1.11557850e-06  4.44786400e-14  4.05340062e-14  4.20380428e-14  1.08599043e-06  4.50283521e-14  4.37909530e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  2.05754622e-07  2.05024334e-07  2.05024334e-04  4.25810499e-14  1.10337155e-06  4.04689882e-14  4.20075910e-14  1.08598754e-06  4.50182883e-14  4.37815577e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  2.17168254e-07  2.16055486e-07  2.16055486e-04  1.11555541e-06  1.10335093e-06  4.04207058e-14  4.19810724e-14  1.08598474e-06  4.50085879e-14  4.37725110e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  2.27944550e-07  2.26483992e-07  2.26483992e-04  4.26775281e-14  4.44802314e-14  1.10310102e-06  4.19589834e-14  1.08598222e-06  4.49998570e-14  4.37643765e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  2.39401589e-07  2.37584778e-07  2.37584778e-04  1.11556583e-06  4.43731968e-14  1.10308966e-06  4.19379021e-14  1.08597965e-06  4.49909875e-14  4.37561209e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  2.50298587e-07  2.48155271e-07  2.48155271e-04  4.25186931e-14  1.10335114e-06  1.10308029e-06  4.19196822e-14  1.08597731e-06  4.49829115e-14  4.37486113e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  2.61164898e-07  2.58707452e-07  2.58707452e-04  1.11554640e-06  1.10333558e-06  1.10307199e-06  4.19029669e-14  1.08597506e-06  4.49751781e-14  4.37414268e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  2.73153625e-07  2.70362327e-07  2.70362327e-04  4.27621261e-14  4.45719221e-14  4.04722393e-14  1.09966255e-06  1.08597267e-06  4.49669860e-14  4.37338236e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  2.84572469e-07  2.81475105e-07  2.81475105e-04  1.11557194e-06  4.44197294e-14  4.04224991e-14  1.09965769e-06  1.08597048e-06  4.49594884e-14  4.37268717e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  2.95411391e-07  2.92033853e-07  2.92033853e-04  4.25475520e-14  1.10336063e-06  4.03852976e-14  1.09965339e-06  1.08596847e-06  4.49526258e-14  4.37205143e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  3.06385638e-07  3.02734333e-07  3.02734333e-04  1.11555083e-06  1.10334293e-06  4.03537060e-14  1.09964930e-06  1.08596650e-06  4.49459115e-14  4.37142999e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  3.16951486e-07  3.13045711e-07  3.13045711e-04  4.26235913e-14  4.44212876e-14  1.10308092e-06  1.09964558e-06  1.08596466e-06  4.49396545e-14  4.37085137e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  3.27956625e-07  3.23795002e-07  3.23795002e-04  1.11556056e-06  4.43370752e-14  1.10307229e-06  1.09964190e-06  1.08596281e-06  4.49333395e-14  4.37026789e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  3.38475694e-07  3.34078036e-07  3.34078036e-04  4.24950106e-14  1.10334328e-06  1.10306484e-06  1.09963855e-06  1.08596108e-06  4.49274841e-14  4.36972734e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  3.48977693e-07  3.44352448e-07  3.44352448e-04  1.11554249e-06  1.10332935e-06  1.10305805e-06  1.09963536e-06  1.08595940e-06  4.49218037e-14  4.36920336e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  3.69319195e-07  3.64275249e-07  3.64275249e-04  4.30384591e-14  4.48673579e-14  4.07498368e-14  4.21864890e-14  4.35795897e-14  1.10631562e-06  4.36822976e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  3.81199087e-07  3.75923639e-07  3.75923639e-04  1.11558021e-06  4.44962796e-14  4.05764711e-14  4.21191773e-14  4.35587902e-14  1.10631389e-06  4.36768447e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  3.92553467e-07  3.87065436e-07  3.87065436e-04  4.25902714e-14  1.10337454e-06  4.04968137e-14  4.20730606e-14  4.35409715e-14  1.10631229e-06  4.36717818e-14 
