 yes             v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(Vitest)       i(Viout)        v(Vout)         i(v.x3.vib0)    i(v.x3.vib1)    i(v.x3.vib2)    i(v.x3.vib3)    i(v.x3.vib4)    i(v.x3.vib5)    i(v.x3.vib6)   
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.38151712e-11  2.43168336e-08  2.43168336e-05  4.25674367e-14  4.46373882e-14  4.62550674e-14  4.23772949e-14  4.69886084e-14  4.05943124e-14  4.33169871e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.05982297e-08  3.42395318e-08  3.42395318e-05  1.02745468e-06  4.31267439e-14  4.48247280e-14  4.11761404e-14  4.57672635e-14  3.96239451e-14  4.23459547e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.10741221e-08  4.41756845e-08  4.41756845e-05  4.10924778e-14  1.01311927e-06  4.47071849e-14  4.10718012e-14  4.56543367e-14  3.95281873e-14  4.22452325e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.15980014e-08  5.42261617e-08  5.42261617e-05  1.02743886e-06  1.01310491e-06  4.46355600e-14  4.10087178e-14  4.55864419e-14  3.94708485e-14  4.21850904e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.36686065e-08  6.58092372e-08  6.58092372e-05  4.11977258e-14  4.31236715e-14  1.03784636e-06  4.09572754e-14  4.55313319e-14  3.94244615e-14  4.21365515e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.42442220e-08  7.59920183e-08  7.59920183e-05  1.02744581e-06  4.30060175e-14  1.03783791e-06  4.09221864e-14  4.54938930e-14  3.93930380e-14  4.21037382e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.45492758e-08  8.59373611e-08  8.59373611e-05  4.10255531e-14  1.01310465e-06  1.03783097e-06  4.08936495e-14  4.54635467e-14  3.93676260e-14  4.20772472e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  7.47306907e-08  9.57811748e-08  9.57811748e-05  1.02743262e-06  1.01309416e-06  1.03782502e-06  4.08693215e-14  4.54377555e-14  3.93460729e-14  4.20548129e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.54083624e-08  1.06120421e-07  1.06120421e-04  4.13067186e-14  4.32416104e-14  4.47043042e-14  1.01747788e-06  4.54140353e-14  3.93262890e-14  4.20342498e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.60185682e-08  1.16407728e-07  1.16407728e-04  1.02745008e-06  4.30575170e-14  4.46329480e-14  1.01747345e-06  4.53930697e-14  3.93088355e-14  4.20161339e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.06338285e-07  1.26424453e-07  1.26424453e-04  4.10561906e-14  1.01311138e-06  4.45821497e-14  1.01746954e-06  4.53746575e-14  3.92935344e-14  4.20002727e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.16589126e-07  1.36383869e-07  1.36383869e-04  1.02743568e-06  1.01309927e-06  4.45415410e-14  1.01746598e-06  4.53579457e-14  3.92796695e-14  4.19859176e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.28426532e-07  1.47895337e-07  1.47895337e-04  4.11355255e-14  4.30557801e-14  1.03783077e-06  1.01746219e-06  4.53402655e-14  3.92650261e-14  4.19707755e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.38629074e-07  1.57825237e-07  1.57825237e-04  1.02744212e-06  4.29670248e-14  1.03782469e-06  1.01745917e-06  4.53261979e-14  3.92533942e-14  4.19587618e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.48654574e-07  1.67589701e-07  1.67589701e-04  4.10007489e-14  1.01309915e-06  1.03781940e-06  1.01745638e-06  4.53132760e-14  3.92427253e-14  4.19477546e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.58505624e-07  1.77190464e-07  1.77190464e-04  1.02742992e-06  1.01308986e-06  1.03781471e-06  1.01745379e-06  4.53013379e-14  3.92328827e-14  4.19376102e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  1.71852661e-07  1.90207589e-07  1.90207589e-04  4.14090124e-14  4.33514427e-14  4.48218059e-14  4.09592216e-14  1.02501783e-06  3.92204274e-14  4.19247878e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  1.82463888e-07  2.00563659e-07  2.00563659e-04  1.02745228e-06  4.30883037e-14  4.47041825e-14  4.09234200e-14  1.02501569e-06  3.92111574e-14  4.19152558e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  1.92810592e-07  2.10667346e-07  2.10667346e-04  4.10731136e-14  1.01311507e-06  4.46338648e-14  4.08945625e-14  1.02501371e-06  3.92025931e-14  4.19064583e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  2.03103963e-07  2.20724389e-07  2.20724389e-04  1.02743722e-06  1.01310195e-06  4.45823060e-14  4.08698389e-14  1.02501183e-06  3.91944901e-14  4.18981426e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  2.14973599e-07  2.32327991e-07  2.32327991e-04  4.11632523e-14  4.30861066e-14  1.03783777e-06  4.08448831e-14  1.02500976e-06  3.91856102e-14  4.18890389e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  2.25266320e-07  2.42395462e-07  2.42395462e-04  1.02744390e-06  4.29853051e-14  1.03783073e-06  4.08255848e-14  1.02500806e-06  3.91782736e-14  4.18815249e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  2.35302129e-07  2.52216368e-07  2.52216368e-04  4.10125726e-14  1.01310178e-06  1.03782476e-06  4.08084240e-14  1.02500646e-06  3.91714156e-14  4.18745074e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  2.45129937e-07  2.61838140e-07  2.61838140e-04  1.02743123e-06  1.01309192e-06  1.03781953e-06  4.07929250e-14  1.02500495e-06  3.91649592e-14  4.18679067e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  2.55802333e-07  2.72291631e-07  2.72291631e-04  4.12449802e-14  4.31749435e-14  4.46324159e-14  1.01746235e-06  1.02500337e-06  3.91582157e-14  4.18610184e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  2.66059994e-07  2.82343547e-07  2.82343547e-04  1.02744797e-06  4.30310416e-14  4.45807091e-14  1.01745922e-06  1.02500190e-06  3.91519768e-14  4.18546513e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  2.76038491e-07  2.92126198e-07  2.92126198e-04  4.10407879e-14  1.01310800e-06  4.45407512e-14  1.01745638e-06  1.02500052e-06  3.91461188e-14  4.18486780e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  2.85960028e-07  3.01857142e-07  3.01857142e-04  1.02743420e-06  1.01309675e-06  4.45073112e-14  1.01745373e-06  1.02499920e-06  3.91404862e-14  4.18429392e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  2.97554152e-07  3.13233693e-07  3.13233693e-04  4.11118123e-14  4.30297535e-14  1.03782471e-06  1.01745080e-06  1.02499770e-06  3.91341295e-14  4.18364685e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  3.07462705e-07  3.22960643e-07  3.22960643e-04  1.02744043e-06  4.29503903e-14  1.03781936e-06  1.01744844e-06  1.02499645e-06  3.91288765e-14  4.18311260e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  3.17159560e-07  3.32483601e-07  3.32483601e-04  4.09897431e-14  1.01309670e-06  1.03781461e-06  1.01744624e-06  1.02499527e-06  3.91238855e-14  4.18260539e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  3.26678790e-07  3.41835764e-07  3.41835764e-04  1.02742865e-06  1.01308789e-06  1.03781035e-06  1.01744418e-06  1.02499414e-06  3.91191215e-14  4.18212162e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  3.39099045e-07  3.54043413e-07  3.54043413e-04  4.15131990e-14  4.34627050e-14  4.49399447e-14  4.10709669e-14  4.54154817e-14  1.00773352e-06  4.18151020e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  3.49706236e-07  3.64473811e-07  3.64473811e-04  1.02745348e-06  4.31067433e-14  4.47553228e-14  4.10072395e-14  4.53941957e-14  1.00773237e-06  4.18100465e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  3.60115796e-07  3.74714111e-07  3.74714111e-04  4.10826376e-14  1.01311713e-06  4.46673412e-14  4.09623276e-14  4.53754939e-14  1.00773128e-06  4.18052251e-14 
