 yes             v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(Vitest)       i(Viout)        v(Vout)         i(v.x3.vib0)    i(v.x3.vib1)    i(v.x3.vib2)    i(v.x3.vib3)    i(v.x3.vib4)    i(v.x3.vib5)    i(v.x3.vib6)   
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.38341838e-11  2.53675820e-08  2.53675820e-05  4.57810583e-14  4.36716986e-14  3.92946960e-14  4.36931815e-14  4.68447220e-14  4.27520044e-14  4.30392368e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.07868221e-08  3.56012578e-08  3.56012578e-05  1.04966125e-06  4.21896449e-14  3.80768596e-14  4.24515272e-14  4.56239228e-14  4.17276886e-14  4.20727812e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.16498604e-08  4.60575954e-08  4.60575954e-05  4.41892889e-14  1.04010676e-06  3.79755202e-14  4.23423936e-14  4.55097341e-14  4.16254201e-14  4.19713044e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.23560267e-08  5.64466670e-08  5.64466670e-05  1.04964451e-06  1.04008992e-06  3.79150497e-14  4.22777925e-14  4.54425238e-14  4.15654731e-14  4.19119903e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.44512231e-08  6.82519050e-08  6.82519050e-05  4.43069112e-14  4.21893299e-14  1.05967056e-06  4.22256675e-14  4.53885438e-14  4.15174859e-14  4.18646218e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.52063649e-08  7.87940743e-08  7.87940743e-05  1.04965207e-06  4.20727655e-14  1.05965959e-06  4.21894810e-14  4.53512206e-14  4.14843997e-14  4.18320293e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.58705398e-08  8.92795638e-08  8.92795638e-05  4.41186554e-14  1.04008983e-06  1.05965044e-06  4.21595676e-14  4.53204723e-14  4.14572055e-14  4.18052865e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  7.62225957e-08  9.94835779e-08  9.94835779e-05  1.04963806e-06  1.04007745e-06  1.05964272e-06  4.21345340e-14  4.52948203e-14  4.14345658e-14  4.17830567e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.82722711e-08  1.11387450e-07  1.11387450e-04  4.44218999e-14  4.23025378e-14  3.79722259e-14  1.06006100e-06  4.52687939e-14  4.14116429e-14  4.17605829e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.90696473e-08  1.22075044e-07  1.22075044e-04  1.04965643e-06  4.21219432e-14  3.79122604e-14  1.06005570e-06  4.52481561e-14  4.13935022e-14  4.17428235e-14 
