 yes             v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(Vitest)       i(Viout)        v(Vout)         i(v.x3.vib0)    i(v.x3.vib1)    i(v.x3.vib2)    i(v.x3.vib3)    i(v.x3.vib4)    i(v.x3.vib5)    i(v.x3.vib6)   
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.37958256e-11  1.37379340e-08  1.37379340e-05  4.28200288e-14  4.41100806e-14  5.34479026e-14  4.50017847e-14  4.19405953e-14  4.81019345e-14  4.18047261e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.07535134e-08  2.33905481e-08  2.33905481e-05  1.00604414e-06  4.26189829e-14  5.17919534e-14  4.37248710e-14  4.08497437e-14  4.69501952e-14  4.08657116e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.16444707e-08  3.34633334e-08  3.34633334e-05  4.13348148e-14  1.02038631e-06  5.16535926e-14  4.36120161e-14  4.07470853e-14  4.68346538e-14  4.07667379e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.22804856e-08  4.34418700e-08  4.34418700e-05  1.00602981e-06  1.02037149e-06  5.15717996e-14  4.35458283e-14  4.06872165e-14  4.67675506e-14  4.07094214e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.37580079e-08  5.43038576e-08  5.43038576e-05  4.14392602e-14  4.26121651e-14  1.05001272e-06  4.34944305e-14  4.06409336e-14  4.67158435e-14  4.06653582e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.44807809e-08  6.45102352e-08  6.45102352e-05  1.00603603e-06  4.24977565e-14  1.05000486e-06  4.34567674e-14  4.06071507e-14  4.66782060e-14  4.06333495e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.51887543e-08  7.47428869e-08  7.47428869e-05  4.12669386e-14  1.02037093e-06  1.04999827e-06  4.34254905e-14  4.05791911e-14  4.66471299e-14  4.06069665e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  7.54785764e-08  8.46048439e-08  8.46048439e-05  1.00602416e-06  1.02036014e-06  1.04999278e-06  4.33996210e-14  4.05561372e-14  4.66215603e-14  4.05852923e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.70166904e-08  9.56896769e-08  9.56896769e-05  4.15493596e-14  4.27292433e-14  5.16559843e-14  1.03656964e-06  4.05335616e-14  4.65965723e-14  4.05641428e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.77656777e-08  1.06036845e-07  1.06036845e-04  1.00603993e-06  4.25494526e-14  5.15724394e-14  1.03656508e-06  4.05149217e-14  4.65759810e-14  4.05467397e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.08492168e-07  1.16378718e-07  1.16378718e-04  4.12980762e-14  1.02037802e-06  5.15118445e-14  1.03656095e-06  4.04981365e-14  4.65574720e-14  4.05311171e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.18840248e-07  1.26369011e-07  1.26369011e-04  1.00602694e-06  1.02036554e-06  5.14649591e-14  1.03655729e-06  4.04833464e-14  4.65411906e-14  4.05173917e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30125863e-07  1.37277336e-07  1.37277336e-04  4.13768483e-14  4.25452085e-14  1.04999839e-06  1.03655361e-06  4.04685201e-14  4.65248966e-14  4.05036724e-14 
