 yes             v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(Vitest)       i(Viout)        v(Vout)         i(v.x3.vib0)    i(v.x3.vib1)    i(v.x3.vib2)    i(v.x3.vib3)    i(v.x3.vib4)    i(v.x3.vib5)    i(v.x3.vib6)   
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.36955169e-11  1.33235290e-08  1.33235290e-05  4.24544636e-14  4.54116365e-14  4.63036082e-14  4.12871846e-14  4.96831078e-14  4.68851032e-14  4.54685745e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.10607766e-08  2.36611828e-08  2.36611828e-05  1.07913423e-06  4.38668656e-14  4.48620095e-14  4.01099613e-14  4.83841031e-14  4.57565607e-14  4.44414238e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.26483992e-08  3.50044351e-08  3.50044351e-05  4.09717191e-14  1.08739265e-06  4.47388989e-14  4.00036838e-14  4.82593404e-14  4.56410595e-14  4.43310385e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.35988657e-08  4.59521793e-08  4.59521793e-05  1.07911305e-06  1.08737220e-06  4.46687378e-14  3.99436103e-14  4.81892276e-14  4.55764278e-14  4.42694532e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.45335740e-08  5.70108953e-08  5.70108953e-05  4.10834357e-14  4.38656409e-14  1.07249230e-06  3.98998444e-14  4.81383717e-14  4.55296964e-14  4.42250265e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.55621947e-08  6.82465207e-08  6.82465207e-05  1.07912278e-06  4.37447324e-14  1.07248192e-06  3.98649032e-14  4.80979250e-14  4.54926306e-14  4.41898582e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.69313208e-08  7.98874570e-08  7.98874570e-05  4.09069607e-14  1.08737202e-06  1.07247299e-06  3.98350685e-14  4.80635112e-14  4.54611706e-14  4.41600626e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  7.75224804e-08  9.07698185e-08  9.07698185e-05  1.07910504e-06  1.08735693e-06  1.07246578e-06  3.98112175e-14  4.80360887e-14  4.54361568e-14  4.41364105e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.87259616e-08  1.02310674e-07  1.02310674e-04  4.11929570e-14  4.39865708e-14  4.47460575e-14  1.06288935e-06  4.80106687e-14  4.54130166e-14  4.41145626e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.97771454e-08  1.13717024e-07  1.13717024e-04  1.07912831e-06  4.37971437e-14  4.46728579e-14  1.06288355e-06  4.79883796e-14  4.53927660e-14  4.40954704e-14 
