 yes             v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(Vitest)       i(Viout)        v(Vout)         i(v.x3.vib0)    i(v.x3.vib1)    i(v.x3.vib2)    i(v.x3.vib3)    i(v.x3.vib4)    i(v.x3.vib5)    i(v.x3.vib6)   
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.37052591e-11  8.36523720e-10  8.36523720e-07  4.58769949e-14  4.56521596e-14  4.71222647e-14  4.68773346e-14  4.26168820e-14  4.11206267e-14  4.21848061e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.02891624e-08  7.09563040e-09  7.09563040e-06  9.90827126e-07  4.41127221e-14  4.56687944e-14  4.55512844e-14  4.15112478e-14  4.01404337e-14  4.12421986e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.09746484e-08  1.60570325e-08  1.60570325e-05  4.42885876e-14  1.00626335e-06  4.55447700e-14  4.54317479e-14  4.14051713e-14  4.00399642e-14  4.11405880e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.11798946e-08  2.52864247e-08  2.52864247e-05  9.90814823e-07  1.00625012e-06  4.54733515e-14  4.53634600e-14  4.13449157e-14  3.99831272e-14  4.10832686e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.20135318e-08  3.53948805e-08  3.53948805e-05  4.44055547e-14  4.41088692e-14  1.01366227e-06  4.53110751e-14  4.12988963e-14  3.99398552e-14  4.10397280e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.22903733e-08  4.51450277e-08  4.51450277e-05  9.90820348e-07  4.39890737e-14  1.01365496e-06  4.52719964e-14  4.12646978e-14  3.99077847e-14  4.10075216e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.27965430e-08  5.52122287e-08  5.52122287e-05  4.42176595e-14  1.00624982e-06  1.01364871e-06  4.52388327e-14  4.12357744e-14  3.98807242e-14  4.09803930e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  7.26823917e-08  6.47467970e-08  6.47467970e-05  9.90810087e-07  1.00624012e-06  1.01364361e-06  4.52120165e-14  4.12124600e-14  3.98589568e-14  4.09586046e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.44633460e-08  7.61638608e-08  7.61638608e-05  4.45175799e-14  4.42238783e-14  4.55420804e-14  1.02317616e-06  4.11882881e-14  3.98364350e-14  4.09360950e-14 
 1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  9.47813685e-08  8.61989148e-08  8.61989148e-05  9.90823498e-07  4.40398392e-14  4.54707769e-14  1.02317208e-06  4.11695843e-14  3.98190425e-14  4.09187372e-14 
 1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.05321028e-07  9.64753654e-08  9.64753654e-05  4.42490670e-14  1.00625585e-06  4.54174911e-14  1.02316831e-06  4.11523466e-14  3.98030415e-14  4.09027889e-14 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.15270853e-07  1.06195453e-07  1.06195453e-04  9.90812335e-07  1.00624471e-06  4.53770528e-14  1.02316504e-06  4.11374881e-14  3.97892719e-14  4.08890813e-14 
 1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.25936172e-07  1.16630610e-07  1.16630610e-04  4.43367349e-14  4.40376192e-14  1.01364853e-06  1.02316180e-06  4.11228285e-14  3.97757085e-14  4.08755949e-14 
