 yes             code            v(sb0)          v(sb1)          v(sb2)          v(sb3)          v(sb4)          v(sb5)          v(sb6)          v(sb7)          v(vconst)       i(vib)          i(visense)      i(vidump)      
 1.00000000e+00  1.07000000e+02  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.02143266e-06  1.42230744e-06 
 1.00000000e+00  1.08000000e+02  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.03097900e-06  1.41276110e-06 
 1.00000000e+00  1.09000000e+02  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.04052541e-06  1.40321469e-06 
 1.00000000e+00  1.10000000e+02  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.05007181e-06  1.39366830e-06 
 1.00000000e+00  1.11000000e+02  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.05961822e-06  1.38412189e-06 
 1.00000000e+00  1.12000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.06916352e-06  1.37457659e-06 
 1.00000000e+00  1.13000000e+02  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.07870993e-06  1.36503018e-06 
 1.00000000e+00  1.14000000e+02  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.08825632e-06  1.35548378e-06 
 1.00000000e+00  1.15000000e+02  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.09780273e-06  1.34593737e-06 
 1.00000000e+00  1.16000000e+02  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.10734907e-06  1.33639103e-06 
 1.00000000e+00  1.17000000e+02  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.11689548e-06  1.32684462e-06 
 1.00000000e+00  1.18000000e+02  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.12644188e-06  1.31729823e-06 
 1.00000000e+00  1.19000000e+02  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.13598829e-06  1.30775182e-06 
 1.00000000e+00  1.20000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.14553442e-06  1.29820568e-06 
 1.00000000e+00  1.21000000e+02  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.15508083e-06  1.28865927e-06 
 1.00000000e+00  1.22000000e+02  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.16462722e-06  1.27911288e-06 
 1.00000000e+00  1.23000000e+02  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.17417363e-06  1.26956647e-06 
 1.00000000e+00  1.24000000e+02  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.18371998e-06  1.26002013e-06 
 1.00000000e+00  1.25000000e+02  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.19326639e-06  1.25047372e-06 
 1.00000000e+00  1.26000000e+02  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.20281278e-06  1.24092732e-06 
 1.00000000e+00  1.27000000e+02  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.21235919e-06  1.23138091e-06 
 1.00000000e+00  1.28000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.22183450e-06  1.22190560e-06 
 1.00000000e+00  1.29000000e+02  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.23138091e-06  1.21235919e-06 
 1.00000000e+00  1.30000000e+02  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.24092731e-06  1.20281279e-06 
 1.00000000e+00  1.31000000e+02  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.25047372e-06  1.19326638e-06 
 1.00000000e+00  1.32000000e+02  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.26002006e-06  1.18372004e-06 
 1.00000000e+00  1.33000000e+02  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.26956647e-06  1.17417363e-06 
 1.00000000e+00  1.34000000e+02  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.27911287e-06  1.16462724e-06 
 1.00000000e+00  1.35000000e+02  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.28865928e-06  1.15508083e-06 
 1.00000000e+00  1.36000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.29820541e-06  1.14553469e-06 
 1.00000000e+00  1.37000000e+02  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.30775182e-06  1.13598828e-06 
 1.00000000e+00  1.38000000e+02  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.31729821e-06  1.12644189e-06 
 1.00000000e+00  1.39000000e+02  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.32684462e-06  1.11689548e-06 
 1.00000000e+00  1.40000000e+02  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.33639097e-06  1.10734914e-06 
 1.00000000e+00  1.41000000e+02  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.34593738e-06  1.09780273e-06 
 1.00000000e+00  1.42000000e+02  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.35548377e-06  1.08825633e-06 
 1.00000000e+00  1.43000000e+02  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.36503018e-06  1.07870992e-06 
 1.00000000e+00  1.44000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.37457548e-06  1.06916462e-06 
 1.00000000e+00  1.45000000e+02  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.38412189e-06  1.05961821e-06 
 1.00000000e+00  1.46000000e+02  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.39366829e-06  1.05007182e-06 
 1.00000000e+00  1.47000000e+02  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.40321469e-06  1.04052541e-06 
 1.00000000e+00  1.48000000e+02  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.41276104e-06  1.03097907e-06 
 1.00000000e+00  1.49000000e+02  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.42230745e-06  1.02143266e-06 
 1.00000000e+00  1.50000000e+02  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.43185384e-06  1.01188626e-06 
 1.00000000e+00  1.51000000e+02  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.44140025e-06  1.00233985e-06 
 1.00000000e+00  1.52000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.45094638e-06  9.92793718e-07 
 1.00000000e+00  1.53000000e+02  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.46049279e-06  9.83247308e-07 
 1.00000000e+00  1.54000000e+02  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.47003919e-06  9.73700914e-07 
 1.00000000e+00  1.55000000e+02  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.47958560e-06  9.64154504e-07 
 1.00000000e+00  1.56000000e+02  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.48913194e-06  9.54608162e-07 
 1.00000000e+00  1.57000000e+02  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.49867835e-06  9.45061752e-07 
 1.00000000e+00  1.58000000e+02  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.50822475e-06  9.35515357e-07 
 1.00000000e+00  1.59000000e+02  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.51777116e-06  9.25968947e-07 
 1.00000000e+00  1.60000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.52731312e-06  9.16426980e-07 
 1.00000000e+00  1.61000000e+02  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.53685953e-06  9.06880570e-07 
 1.00000000e+00  1.62000000e+02  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.54640593e-06  8.97334175e-07 
 1.00000000e+00  1.63000000e+02  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.55595234e-06  8.87787765e-07 
 1.00000000e+00  1.64000000e+02  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.56549868e-06  8.78241423e-07 
 1.00000000e+00  1.65000000e+02  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.57504509e-06  8.68695013e-07 
 1.00000000e+00  1.66000000e+02  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.58459148e-06  8.59148618e-07 
 1.00000000e+00  1.67000000e+02  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.59413789e-06  8.49602208e-07 
 1.00000000e+00  1.68000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.60368403e-06  8.40056075e-07 
 1.00000000e+00  1.69000000e+02  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.61323044e-06  8.30509665e-07 
 1.00000000e+00  1.70000000e+02  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.62277683e-06  8.20963271e-07 
 1.00000000e+00  1.71000000e+02  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.63232324e-06  8.11416861e-07 
 1.00000000e+00  1.72000000e+02  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.64186958e-06  8.01870519e-07 
 1.00000000e+00  1.73000000e+02  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.65141599e-06  7.92324109e-07 
 1.00000000e+00  1.74000000e+02  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.66096239e-06  7.82777714e-07 
 1.00000000e+00  1.75000000e+02  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.67050880e-06  7.73231304e-07 
 1.00000000e+00  1.76000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.68005410e-06  7.63686004e-07 
 1.00000000e+00  1.77000000e+02  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.68960051e-06  7.54139594e-07 
 1.00000000e+00  1.78000000e+02  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.69914690e-06  7.44593200e-07 
 1.00000000e+00  1.79000000e+02  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.70869331e-06  7.35046790e-07 
 1.00000000e+00  1.80000000e+02  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.71823965e-06  7.25500448e-07 
 1.00000000e+00  1.81000000e+02  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.72778606e-06  7.15954038e-07 
 1.00000000e+00  1.82000000e+02  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.73733246e-06  7.06407643e-07 
 1.00000000e+00  1.83000000e+02  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.74687887e-06  6.96861233e-07 
 1.00000000e+00  1.84000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.75642500e-06  6.87315100e-07 
 1.00000000e+00  1.85000000e+02  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.76597141e-06  6.77768690e-07 
 1.00000000e+00  1.86000000e+02  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.77551781e-06  6.68222295e-07 
 1.00000000e+00  1.87000000e+02  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.78506422e-06  6.58675886e-07 
 1.00000000e+00  1.88000000e+02  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.79461056e-06  6.49129544e-07 
 1.00000000e+00  1.89000000e+02  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.80415697e-06  6.39583134e-07 
 1.00000000e+00  1.90000000e+02  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.81370336e-06  6.30036739e-07 
 1.00000000e+00  1.91000000e+02  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.82324977e-06  6.20490329e-07 
 1.00000000e+00  1.92000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.83277841e-06  6.10961692e-07 
 1.00000000e+00  1.93000000e+02  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.84232482e-06  6.01415282e-07 
 1.00000000e+00  1.94000000e+02  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.85187122e-06  5.91868887e-07 
 1.00000000e+00  1.95000000e+02  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.86141763e-06  5.82322477e-07 
 1.00000000e+00  1.96000000e+02  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.87096397e-06  5.72776136e-07 
 1.00000000e+00  1.97000000e+02  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.88051038e-06  5.63229726e-07 
 1.00000000e+00  1.98000000e+02  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.89005677e-06  5.53683331e-07 
 1.00000000e+00  1.99000000e+02  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.89960318e-06  5.44136921e-07 
 1.00000000e+00  2.00000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.90914932e-06  5.34590788e-07 
 1.00000000e+00  2.01000000e+02  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.91869573e-06  5.25044378e-07 
 1.00000000e+00  2.02000000e+02  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.92824212e-06  5.15497983e-07 
 1.00000000e+00  2.03000000e+02  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.93778853e-06  5.05951573e-07 
 1.00000000e+00  2.04000000e+02  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.94733487e-06  4.96405231e-07 
 1.00000000e+00  2.05000000e+02  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.95688128e-06  4.86858821e-07 
 1.00000000e+00  2.06000000e+02  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.96642768e-06  4.77312427e-07 
 1.00000000e+00  2.07000000e+02  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.97597409e-06  4.67766017e-07 
 1.00000000e+00  2.08000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.98551939e-06  4.58220717e-07 
 1.00000000e+00  2.09000000e+02  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  1.99506580e-06  4.48674307e-07 
 1.00000000e+00  2.10000000e+02  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  2.00461219e-06  4.39127912e-07 
 1.00000000e+00  2.11000000e+02  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  2.01415860e-06  4.29581502e-07 
 1.00000000e+00  2.12000000e+02  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  2.02370494e-06  4.20035160e-07 
 1.00000000e+00  2.13000000e+02  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  2.03325135e-06  4.10488750e-07 
 1.00000000e+00  2.14000000e+02  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.03779229e-01  2.44374012e-06  2.04279775e-06  4.00942356e-07 
