 yes             code            v(sb0)          v(sb1)          v(sb2)          v(sb3)          v(sb4)          v(sb5)          v(sb6)          v(sb7)          v(vconst)       i(vib)          i(visense)      i(vidump)      
 1.00000000e+00  2.40000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  2.29111894e-07  2.21462821e-06 
 1.00000000e+00  2.50000000e+01  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  2.38658304e-07  2.20508180e-06 
 1.00000000e+00  2.60000000e+01  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  2.48204699e-07  2.19553540e-06 
 1.00000000e+00  2.70000000e+01  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  2.57751109e-07  2.18598899e-06 
 1.00000000e+00  2.80000000e+01  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  2.67297451e-07  2.17644265e-06 
 1.00000000e+00  2.90000000e+01  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  2.76843861e-07  2.16689624e-06 
 1.00000000e+00  3.00000000e+01  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  2.86390256e-07  2.15734985e-06 
 1.00000000e+00  3.10000000e+01  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  2.95936665e-07  2.14780344e-06 
 1.00000000e+00  3.20000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  3.05478633e-07  2.13826147e-06 
 1.00000000e+00  3.30000000e+01  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  3.15025043e-07  2.12871506e-06 
 1.00000000e+00  3.40000000e+01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  3.24571438e-07  2.11916866e-06 
 1.00000000e+00  3.50000000e+01  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  3.34117848e-07  2.10962225e-06 
 1.00000000e+00  3.60000000e+01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  3.43664190e-07  2.10007591e-06 
 1.00000000e+00  3.70000000e+01  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  3.53210600e-07  2.09052950e-06 
 1.00000000e+00  3.80000000e+01  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  3.62756995e-07  2.08098311e-06 
 1.00000000e+00  3.90000000e+01  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  3.72303405e-07  2.07143670e-06 
 1.00000000e+00  4.00000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  3.81849538e-07  2.06189057e-06 
 1.00000000e+00  4.10000000e+01  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  3.91395948e-07  2.05234416e-06 
 1.00000000e+00  4.20000000e+01  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  4.00942342e-07  2.04279776e-06 
 1.00000000e+00  4.30000000e+01  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  4.10488752e-07  2.03325135e-06 
 1.00000000e+00  4.40000000e+01  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  4.20035094e-07  2.02370501e-06 
 1.00000000e+00  4.50000000e+01  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  4.29581504e-07  2.01415860e-06 
 1.00000000e+00  4.60000000e+01  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  4.39127899e-07  2.00461220e-06 
 1.00000000e+00  4.70000000e+01  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  4.48674309e-07  1.99506579e-06 
 1.00000000e+00  4.80000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  4.58219609e-07  1.98552049e-06 
 1.00000000e+00  4.90000000e+01  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  4.67766019e-07  1.97597408e-06 
 1.00000000e+00  5.00000000e+01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  4.77312414e-07  1.96642769e-06 
 1.00000000e+00  5.10000000e+01  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  4.86858824e-07  1.95688128e-06 
 1.00000000e+00  5.20000000e+01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  4.96405165e-07  1.94733494e-06 
 1.00000000e+00  5.30000000e+01  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  5.05951575e-07  1.93778853e-06 
 1.00000000e+00  5.40000000e+01  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  5.15497970e-07  1.92824213e-06 
 1.00000000e+00  5.50000000e+01  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  5.25044380e-07  1.91869572e-06 
 1.00000000e+00  5.60000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  5.34590513e-07  1.90914959e-06 
 1.00000000e+00  5.70000000e+01  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  5.44136923e-07  1.89960318e-06 
 1.00000000e+00  5.80000000e+01  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  5.53683318e-07  1.89005678e-06 
 1.00000000e+00  5.90000000e+01  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  5.63229728e-07  1.88051038e-06 
 1.00000000e+00  6.00000000e+01  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  5.72776070e-07  1.87096403e-06 
 1.00000000e+00  6.10000000e+01  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  5.82322480e-07  1.86141762e-06 
 1.00000000e+00  6.20000000e+01  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  5.91868874e-07  1.85187123e-06 
 1.00000000e+00  6.30000000e+01  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  6.01415284e-07  1.84232482e-06 
 1.00000000e+00  6.40000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  6.10943922e-07  1.83279618e-06 
 1.00000000e+00  6.50000000e+01  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  6.20490332e-07  1.82324977e-06 
 1.00000000e+00  6.60000000e+01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  6.30036727e-07  1.81370338e-06 
 1.00000000e+00  6.70000000e+01  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  6.39583137e-07  1.80415697e-06 
 1.00000000e+00  6.80000000e+01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  6.49129478e-07  1.79461062e-06 
 1.00000000e+00  6.90000000e+01  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  6.58675888e-07  1.78506421e-06 
 1.00000000e+00  7.00000000e+01  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  6.68222283e-07  1.77551782e-06 
 1.00000000e+00  7.10000000e+01  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  6.77768693e-07  1.76597141e-06 
 1.00000000e+00  7.20000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  6.87314826e-07  1.75642528e-06 
 1.00000000e+00  7.30000000e+01  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  6.96861236e-07  1.74687887e-06 
 1.00000000e+00  7.40000000e+01  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  7.06407631e-07  1.73733247e-06 
 1.00000000e+00  7.50000000e+01  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  7.15954041e-07  1.72778606e-06 
 1.00000000e+00  7.60000000e+01  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  7.25500383e-07  1.71823972e-06 
 1.00000000e+00  7.70000000e+01  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  7.35046793e-07  1.70869331e-06 
 1.00000000e+00  7.80000000e+01  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  7.44593188e-07  1.69914692e-06 
 1.00000000e+00  7.90000000e+01  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  7.54139597e-07  1.68960051e-06 
 1.00000000e+00  8.00000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  7.63684897e-07  1.68005521e-06 
 1.00000000e+00  8.10000000e+01  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  7.73231307e-07  1.67050880e-06 
 1.00000000e+00  8.20000000e+01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  7.82777702e-07  1.66096240e-06 
 1.00000000e+00  8.30000000e+01  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  7.92324112e-07  1.65141599e-06 
 1.00000000e+00  8.40000000e+01  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  8.01870454e-07  1.64186965e-06 
 1.00000000e+00  8.50000000e+01  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  8.11416864e-07  1.63232324e-06 
 1.00000000e+00  8.60000000e+01  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  8.20963259e-07  1.62277684e-06 
 1.00000000e+00  8.70000000e+01  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  8.30509669e-07  1.61323043e-06 
 1.00000000e+00  8.80000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  8.40055802e-07  1.60368430e-06 
 1.00000000e+00  8.90000000e+01  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  8.49602212e-07  1.59413789e-06 
 1.00000000e+00  9.00000000e+01  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  8.59148607e-07  1.58459150e-06 
 1.00000000e+00  9.10000000e+01  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  8.68695016e-07  1.57504509e-06 
 1.00000000e+00  9.20000000e+01  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  8.78241358e-07  1.56549874e-06 
 1.00000000e+00  9.30000000e+01  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  8.87787768e-07  1.55595233e-06 
 1.00000000e+00  9.40000000e+01  0.00000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  8.97334163e-07  1.54640594e-06 
 1.00000000e+00  9.50000000e+01  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  9.06880573e-07  1.53685953e-06 
 1.00000000e+00  9.60000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  9.16422541e-07  1.52731756e-06 
 1.00000000e+00  9.70000000e+01  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  9.25968950e-07  1.51777115e-06 
 1.00000000e+00  9.80000000e+01  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  9.35515345e-07  1.50822476e-06 
 1.00000000e+00  9.90000000e+01  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  9.45061755e-07  1.49867835e-06 
 1.00000000e+00  1.00000000e+02  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  9.54608097e-07  1.48913201e-06 
 1.00000000e+00  1.01000000e+02  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  9.64154507e-07  1.47958560e-06 
 1.00000000e+00  1.02000000e+02  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  9.73700902e-07  1.47003920e-06 
 1.00000000e+00  1.03000000e+02  1.50000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  9.83247312e-07  1.46049279e-06 
 1.00000000e+00  1.04000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  9.92793445e-07  1.45094666e-06 
 1.00000000e+00  1.05000000e+02  1.50000000e+00  0.00000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.00233985e-06  1.44140025e-06 
 1.00000000e+00  1.06000000e+02  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  0.00000000e+00  1.50000000e+00  1.50000000e+00  0.00000000e+00  1.03779229e-01  2.44374012e-06  1.01188625e-06  1.43185385e-06 
