 time            v(rst_n)        v(vinp)         v(sb0)          v(sb1)          v(sb2)          v(sb3)          v(sb4)          v(sb5)          v(sb6)          v(sb7)          v(adc0a)        v(adc1a)        v(adc2a)        v(adc3a)        v(adc4a)        v(adc5a)        v(adc6a)        v(adc7a)        v(count0a)      v(count1a)      v(count2a)      v(count3a)     
 0.00000000e+00  0.00000000e+00  4.40889106e-01  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 2.00000000e-11  0.00000000e+00  4.40889106e-01  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 4.00000000e-11  0.00000000e+00  4.40889106e-01  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 8.00000000e-11  0.00000000e+00  4.40889106e-01  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.60000000e-10  0.00000000e+00  4.40889106e-01  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 3.20000000e-10  0.00000000e+00  4.40889106e-01  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 6.40000000e-10  0.00000000e+00  4.40889106e-01  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-09  0.00000000e+00  4.40889106e-01  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  1.44999998e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.00759311e-09  0.00000000e+00  4.40889106e-01  1.45247839e+00  1.45247920e+00  1.45248104e+00  1.45248405e+00  1.45248971e+00  1.45249335e+00  1.45249347e+00  1.45249426e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.02277932e-09  0.00000000e+00  4.40889106e-01  1.45751343e+00  1.45751549e+00  1.45751584e+00  1.45751593e+00  1.45751578e+00  1.45752458e+00  1.45753892e+00  1.45754368e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.05315176e-09  0.00000000e+00  4.40889106e-01  1.46630881e+00  1.46632451e+00  1.46632881e+00  1.46633036e+00  1.46633157e+00  1.46632913e+00  1.46633319e+00  1.46635167e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.11389662e-09  0.00000000e+00  4.40889106e-01  1.48165065e+00  1.48170099e+00  1.48171968e+00  1.48172611e+00  1.48172825e+00  1.48173303e+00  1.48173684e+00  1.48175020e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.23538634e-09  0.00000000e+00  4.40889106e-01  1.51241369e+00  1.51249756e+00  1.51253816e+00  1.51255703e+00  1.51256548e+00  1.51256575e+00  1.51257006e+00  1.51257520e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.38335349e-09  0.00000000e+00  4.40889106e-01  1.53668208e+00  1.53677603e+00  1.53682339e+00  1.53684633e+00  1.53685571e+00  1.53685832e+00  1.53685255e+00  1.53684591e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.48773174e-09  0.00000000e+00  4.40889106e-01  1.46882435e+00  1.46880053e+00  1.46880613e+00  1.46881361e+00  1.46881696e+00  1.46880989e+00  1.46878866e+00  1.46871532e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.56531261e-09  0.00000000e+00  4.40889106e-01  1.28695793e+00  1.28661499e+00  1.28650335e+00  1.28646768e+00  1.28644974e+00  1.28642319e+00  1.28634766e+00  1.28614728e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.65482743e-09  0.00000000e+00  4.40889106e-01  8.56788215e-01  8.55420545e-01  8.54837094e-01  8.54590086e-01  8.54468495e-01  8.54353649e-01  8.54148212e-01  8.53684867e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.69711416e-09  0.00000000e+00  4.40889106e-01  5.46413118e-01  5.45136921e-01  5.44469304e-01  5.44141609e-01  5.43960173e-01  5.43798378e-01  5.43541034e-01  5.43042972e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.72614553e-09  0.00000000e+00  4.40889106e-01  3.27226617e-01  3.26765785e-01  3.26495086e-01  3.26341810e-01  3.26240922e-01  3.26137257e-01  3.25980846e-01  3.25710283e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.75430979e-09  0.00000000e+00  4.40889106e-01  1.79342642e-01  1.79114941e-01  1.78947725e-01  1.78838982e-01  1.78764108e-01  1.78696735e-01  1.78613566e-01  1.78499782e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.78481210e-09  0.00000000e+00  4.40889106e-01  8.77519661e-02  8.76861164e-02  8.76000231e-02  8.75265208e-02  8.74726829e-02  8.74337258e-02  8.74052560e-02  8.73841256e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.81664199e-09  0.00000000e+00  4.40889106e-01  4.35073511e-02  4.35088399e-02  4.34800440e-02  4.34404054e-02  4.34067349e-02  4.33869640e-02  4.33831981e-02  4.33888209e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.86232326e-09  0.00000000e+00  4.40889106e-01  1.99586985e-02  1.99715370e-02  1.99653908e-02  1.99383941e-02  1.99038835e-02  1.98807450e-02  1.98825064e-02  1.99061175e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.91375000e-09  0.00000000e+00  4.40889106e-01  1.41064688e-02  1.40647958e-02  1.40822610e-02  1.40980836e-02  1.41120326e-02  1.41239220e-02  1.41271719e-02  1.41169926e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.97851410e-09  0.00000000e+00  4.40889106e-01  1.23459213e-02  1.23687939e-02  1.23299623e-02  1.23015789e-02  1.22847783e-02  1.22764726e-02  1.22770448e-02  1.22874653e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 2.05218526e-09  0.00000000e+00  4.40889106e-01  4.10903608e-03  4.01913339e-03  3.97968608e-03  3.95658130e-03  3.94364383e-03  3.93862389e-03  3.94097025e-03  3.95168251e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 2.12982632e-09  0.00000000e+00  4.40889106e-01  1.98871793e-03  2.01968781e-03  2.03697907e-03  2.05102882e-03  2.06190342e-03  2.06967674e-03  2.07529914e-03  2.08174821e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 2.23509834e-09  0.00000000e+00  4.40889106e-01  2.38691441e-03  2.47959952e-03  2.54540702e-03  2.58984120e-03  2.61885936e-03  2.63511369e-03  2.64058029e-03  2.63711365e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 2.34043245e-09  0.00000000e+00  4.40889106e-01  3.18117662e-03  3.24567061e-03  3.29285016e-03  3.32419212e-03  3.34348852e-03  3.35504358e-03  3.36146633e-03  3.36391646e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 2.46881385e-09  0.00000000e+00  4.40889106e-01  4.00743046e-03  3.99079612e-03  3.99695268e-03  4.00986535e-03  4.02047123e-03  4.02335548e-03  4.01475984e-03  3.99108010e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
