 yes             code            v(sb0)          v(sb1)          v(sb2)          v(sb3)          v(sb4)          v(sb5)          v(sb6)          v(sb7)          i(vib)          i(visense)      i(vidump)       v(q)            v(qbar)        
 1.00000000e+00  8.90000000e+01  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  5.45644663e-06  1.98846690e-06  3.46797164e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  9.00000000e+01  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  5.45644689e-06  2.00189978e-06  3.45453902e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  9.10000000e+01  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  5.45644723e-06  2.02996365e-06  3.42647548e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  9.20000000e+01  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  5.45644740e-06  2.02927395e-06  3.42716536e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  9.30000000e+01  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  5.45644776e-06  2.06437425e-06  3.39206542e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  9.40000000e+01  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  5.45644796e-06  2.07142990e-06  3.38500996e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  9.50000000e+01  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  5.45644822e-06  2.09240903e-06  3.36403110e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  9.60000000e+01  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644836e-06  2.08614314e-06  3.37029712e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  9.70000000e+01  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644871e-06  2.13174170e-06  3.32469892e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  9.80000000e+01  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644893e-06  2.15023016e-06  3.30621068e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  9.90000000e+01  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644919e-06  2.18087154e-06  3.27556956e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.00000000e+02  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644935e-06  2.18735519e-06  3.26908607e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.01000000e+02  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644959e-06  2.22313291e-06  3.23330859e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.02000000e+02  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644975e-06  2.23589767e-06  3.22054398e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.03000000e+02  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644992e-06  2.25963949e-06  3.19680234e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.04000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45645005e-06  2.26217167e-06  3.19427029e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.05000000e+02  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45645020e-06  2.29872949e-06  3.15771262e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.06000000e+02  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45645030e-06  2.31459808e-06  3.14184413e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.07000000e+02  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45645037e-06  2.33971798e-06  3.11672429e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.08000000e+02  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45645045e-06  2.34676611e-06  3.10967624e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.09000000e+02  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45645035e-06  2.37545268e-06  3.08098957e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.10000000e+02  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45645027e-06  2.38720088e-06  3.06924129e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.11000000e+02  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644955e-06  2.40497480e-06  3.05146666e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.12000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644842e-06  2.40852713e-06  3.04791319e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.13000000e+02  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644727e-06  2.43487077e-06  3.02156841e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.14000000e+02  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644715e-06  2.45282441e-06  3.00361465e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.15000000e+02  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644708e-06  2.47527379e-06  2.98116520e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.16000000e+02  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644708e-06  2.48994444e-06  2.96649455e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.17000000e+02  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644708e-06  2.51399907e-06  2.94243992e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.18000000e+02  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644710e-06  2.53116487e-06  2.92527413e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.19000000e+02  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644712e-06  2.55156684e-06  2.90487218e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.20000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644714e-06  2.56684895e-06  2.88959009e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.21000000e+02  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644716e-06  2.59034383e-06  2.86609524e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.22000000e+02  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644718e-06  2.60916292e-06  2.84727617e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.23000000e+02  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644720e-06  2.62981752e-06  2.82662159e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.24000000e+02  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644722e-06  2.64769154e-06  2.80874759e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.25000000e+02  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644723e-06  2.66881664e-06  2.78762250e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.26000000e+02  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644724e-06  2.68806359e-06  2.76837556e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.27000000e+02  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  5.45644725e-06  2.70823141e-06  2.74820775e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.28000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644725e-06  2.72804828e-06  2.72839088e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.29000000e+02  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644725e-06  2.74820782e-06  2.70823133e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.30000000e+02  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644724e-06  2.76837605e-06  2.68806309e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.31000000e+02  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644723e-06  2.78762257e-06  2.66881656e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.32000000e+02  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644722e-06  2.80874843e-06  2.64769070e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.33000000e+02  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644720e-06  2.82662166e-06  2.62981745e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.34000000e+02  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644718e-06  2.84727665e-06  2.60916244e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.35000000e+02  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644716e-06  2.86609531e-06  2.59034376e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.36000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644714e-06  2.88959061e-06  2.56684844e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.37000000e+02  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644712e-06  2.90487226e-06  2.55156677e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.38000000e+02  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644710e-06  2.92527462e-06  2.53116438e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.39000000e+02  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644708e-06  2.94243999e-06  2.51399899e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.40000000e+02  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644708e-06  2.96649536e-06  2.48994363e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.41000000e+02  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644708e-06  2.98116527e-06  2.47527372e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.42000000e+02  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644715e-06  3.00361511e-06  2.45282394e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.43000000e+02  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644727e-06  3.02156848e-06  2.43487069e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.44000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644842e-06  3.04791147e-06  2.40852886e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.45000000e+02  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644955e-06  3.05146672e-06  2.40497474e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.46000000e+02  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45645027e-06  3.06924175e-06  2.38720042e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.47000000e+02  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45645035e-06  3.08098964e-06  2.37545261e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.48000000e+02  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45645045e-06  3.10967706e-06  2.34676529e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.49000000e+02  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45645037e-06  3.11672436e-06  2.33971791e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.50000000e+02  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45645030e-06  3.14184458e-06  2.31459763e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.51000000e+02  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45645020e-06  3.15771269e-06  2.29872941e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.52000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45645005e-06  3.19427072e-06  2.26217125e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.53000000e+02  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644992e-06  3.19680241e-06  2.25963941e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.54000000e+02  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644975e-06  3.22054446e-06  2.23589720e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.55000000e+02  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644959e-06  3.23330866e-06  2.22313283e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.56000000e+02  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644935e-06  3.26908681e-06  2.18735445e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.57000000e+02  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644919e-06  3.27556963e-06  2.18087146e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.58000000e+02  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644893e-06  3.30621111e-06  2.15022973e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.59000000e+02  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  5.45644871e-06  3.32469899e-06  2.13174162e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.60000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644836e-06  3.37027914e-06  2.08616113e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.61000000e+02  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644822e-06  3.36403118e-06  2.09240895e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.62000000e+02  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644796e-06  3.38501047e-06  2.07142940e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.63000000e+02  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644776e-06  3.39206549e-06  2.06437417e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.64000000e+02  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644740e-06  3.42716623e-06  2.02927308e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.65000000e+02  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644723e-06  3.42647556e-06  2.02996358e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.66000000e+02  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644689e-06  3.45453947e-06  2.00189933e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.67000000e+02  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644663e-06  3.46797171e-06  1.98846683e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.68000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644617e-06  3.51224913e-06  1.94418894e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.69000000e+02  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644602e-06  3.50583026e-06  1.95060767e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.70000000e+02  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644566e-06  3.53068293e-06  1.92575464e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.71000000e+02  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644540e-06  3.53962634e-06  1.91681097e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.72000000e+02  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644490e-06  3.58118283e-06  1.87525397e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.73000000e+02  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644470e-06  3.58135025e-06  1.87508635e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.74000000e+02  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644423e-06  3.61515737e-06  1.84127876e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.75000000e+02  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644388e-06  3.63202383e-06  1.82441196e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.76000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644323e-06  3.68544176e-06  1.77099338e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.77000000e+02  1.30000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644312e-06  3.67229355e-06  1.78414148e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.78000000e+02  0.00000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644269e-06  3.69593621e-06  1.76049839e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.79000000e+02  1.30000000e+00  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644242e-06  3.70099985e-06  1.75543447e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.80000000e+02  0.00000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644181e-06  3.74369428e-06  1.71273943e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.81000000e+02  1.30000000e+00  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644162e-06  3.73865668e-06  1.71777684e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.82000000e+02  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644107e-06  3.77207672e-06  1.68435625e-06  2.00795881e-09  2.00795881e-09 
 1.00000000e+00  1.83000000e+02  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45644069e-06  3.78608784e-06  1.67034475e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.84000000e+02  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45643990e-06  3.84113457e-06  1.61529723e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.85000000e+02  1.30000000e+00  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45643977e-06  3.82898984e-06  1.62744184e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.86000000e+02  0.00000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45643921e-06  3.85840987e-06  1.59802125e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.87000000e+02  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45643887e-06  3.86684147e-06  1.58958930e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.88000000e+02  0.00000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45643805e-06  3.91851488e-06  1.53791508e-06  2.00795870e-09  2.00795870e-09 
 1.00000000e+00  1.89000000e+02  1.30000000e+00  0.00000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00  0.00000000e+00  1.30000000e+00  5.45643782e-06  3.91551735e-06  1.54091237e-06  2.00795870e-09  2.00795870e-09 
