Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_9_286,VGND,li1,137.5400,38.0800,0.000023
FILLER_9_281,VGND,li1,135.0100,38.0800,0.000023
FILLER_9_278,VGND,li1,133.8600,38.0800,0.000023
FILLER_9_253,VGND,li1,123.7400,38.0800,0.000022
FILLER_9_248,VGND,li1,120.5200,38.0800,0.000022
FILLER_9_233,VGND,li1,113.3900,38.0800,0.000021
FILLER_9_225,VGND,li1,110.8600,38.0800,0.000021
FILLER_9_220,VGND,li1,107.6400,38.0800,0.000020
FILLER_9_208,VGND,li1,103.9600,38.0800,0.000020
FILLER_9_203,VGND,li1,99.1300,38.0800,0.000019
FILLER_9_197,VGND,li1,97.5200,38.0800,0.000019
FILLER_9_193,VGND,li1,94.9900,38.0800,0.000018
FILLER_9_185,VGND,li1,92.4600,38.0800,0.000018
FILLER_9_173,VGND,li1,87.8600,38.0800,0.000017
FILLER_9_165,VGND,li1,82.1100,38.0800,0.000016
FILLER_9_153,VGND,li1,78.6600,38.0800,0.000015
FILLER_9_141,VGND,li1,73.1400,38.0800,0.000014
FILLER_9_138,VGND,li1,69.4600,38.0800,0.000014
FILLER_9_130,VGND,li1,67.1600,38.0800,0.000013
FILLER_9_125,VGND,li1,63.2500,38.0800,0.000012
FILLER_9_113,VGND,li1,60.2600,38.0800,0.000012
FILLER_9_111,VGND,li1,56.8100,38.0800,0.000011
FILLER_9_103,VGND,li1,54.7400,38.0800,0.000010
FILLER_9_91,VGND,li1,50.1400,38.0800,0.000009
FILLER_9_85,VGND,li1,45.0800,38.0800,0.000008
FILLER_9_81,VGND,li1,43.4700,38.0800,0.000008
FILLER_9_69,VGND,li1,40.0200,38.0800,0.000007
FILLER_9_57,VGND,li1,34.5000,38.0800,0.000005
FILLER_9_52,VGND,li1,30.3600,38.0800,0.000004
FILLER_9_47,VGND,li1,27.3700,38.0800,0.000003
FILLER_9_41,VGND,li1,25.7600,38.0800,0.000003
FILLER_9_29,VGND,li1,21.6200,38.0800,0.000003
FILLER_9_25,VGND,li1,17.7100,38.0800,0.000003
FILLER_9_13,VGND,li1,14.2600,38.0800,0.000003
FILLER_9_7,VGND,li1,9.2000,38.0800,0.000003
FILLER_8_287,VGND,li1,137.7700,32.6400,0.000087
FILLER_8_261,VGND,li1,126.0400,32.6400,0.000086
FILLER_8_248,VGND,li1,120.5200,32.6400,0.000084
FILLER_8_230,VGND,li1,111.7800,32.6400,0.000081
FILLER_8_218,VGND,li1,108.5600,32.6400,0.000080
FILLER_8_201,VGND,li1,98.2100,32.6400,0.000075
FILLER_8_197,VGND,li1,97.0600,32.6400,0.000074
FILLER_8_195,VGND,li1,95.4500,32.6400,0.000074
FILLER_8_189,VGND,li1,93.8400,32.6400,0.000072
FILLER_8_166,VGND,li1,82.5700,32.6400,0.000066
FILLER_8_158,VGND,li1,80.0400,32.6400,0.000064
FILLER_8_153,VGND,li1,76.1300,32.6400,0.000062
FILLER_8_141,VGND,li1,73.1400,32.6400,0.000059
FILLER_8_118,VGND,li1,61.1800,32.6400,0.000050
FILLER_8_106,VGND,li1,57.0400,32.6400,0.000046
FILLER_8_89,VGND,li1,46.6900,32.6400,0.000036
FILLER_8_85,VGND,li1,45.5400,32.6400,0.000033
FILLER_8_83,VGND,li1,43.9300,32.6400,0.000033
FILLER_8_77,VGND,li1,42.3200,32.6400,0.000031
FILLER_8_65,VGND,li1,38.1800,32.6400,0.000027
FILLER_8_53,VGND,li1,32.6600,32.6400,0.000020
FILLER_8_41,VGND,li1,27.1400,32.6400,0.000014
FILLER_8_29,VGND,li1,21.6200,32.6400,0.000012
FILLER_8_27,VGND,li1,18.1700,32.6400,0.000012
FILLER_8_15,VGND,li1,15.1800,32.6400,0.000012
FILLER_8_3,VGND,li1,9.6600,32.6400,0.000012
FILLER_7_285,VGND,li1,137.3100,32.6400,0.000087
FILLER_7_263,VGND,li1,126.7300,32.6400,0.000086
FILLER_7_253,VGND,li1,122.3600,32.6400,0.000085
FILLER_7_245,VGND,li1,120.0600,32.6400,0.000084
FILLER_7_233,VGND,li1,113.3900,32.6400,0.000082
FILLER_7_225,VGND,li1,110.8600,32.6400,0.000081
FILLER_7_223,VGND,li1,108.3300,32.6400,0.000080
FILLER_7_215,VGND,li1,106.2600,32.6400,0.000079
FILLER_7_197,VGND,li1,96.8300,32.6400,0.000074
FILLER_7_185,VGND,li1,93.3800,32.6400,0.000072
FILLER_7_180,VGND,li1,88.7800,32.6400,0.000070
FILLER_7_169,VGND,li1,83.7200,32.6400,0.000066
FILLER_7_140,VGND,li1,72.6800,32.6400,0.000059
FILLER_7_121,VGND,li1,61.8700,32.6400,0.000050
FILLER_7_113,VGND,li1,59.3400,32.6400,0.000048
FILLER_7_111,VGND,li1,56.8100,32.6400,0.000046
FILLER_7_103,VGND,li1,54.7400,32.6400,0.000044
FILLER_7_77,VGND,li1,41.6300,32.6400,0.000031
