 i-sweep         v(vout)         i(viin)         v(vgate)        v(vmid)        
-6.00000000e-06 -9.57682333e-02 -6.00000000e-06  1.10000000e+00  1.00000000e-01 
-5.90000000e-06 -9.30725196e-02 -5.90000000e-06  1.10000000e+00  1.00000000e-01 
-5.80000000e-06 -9.03640376e-02 -5.80000000e-06  1.10000000e+00  1.00000000e-01 
-5.70000000e-06 -8.76425909e-02 -5.70000000e-06  1.10000000e+00  1.00000000e-01 
-5.60000000e-06 -8.49079778e-02 -5.60000000e-06  1.10000000e+00  1.00000000e-01 
-5.50000000e-06 -8.21599912e-02 -5.50000000e-06  1.10000000e+00  1.00000000e-01 
-5.40000000e-06 -7.93984182e-02 -5.40000000e-06  1.10000000e+00  1.00000000e-01 
-5.30000000e-06 -7.66230404e-02 -5.30000000e-06  1.10000000e+00  1.00000000e-01 
-5.20000000e-06 -7.38336329e-02 -5.20000000e-06  1.10000000e+00  1.00000000e-01 
-5.10000000e-06 -7.10299645e-02 -5.10000000e-06  1.10000000e+00  1.00000000e-01 
-5.00000000e-06 -6.82117977e-02 -5.00000000e-06  1.10000000e+00  1.00000000e-01 
-4.90000000e-06 -6.53788877e-02 -4.90000000e-06  1.10000000e+00  1.00000000e-01 
-4.80000000e-06 -6.25309827e-02 -4.80000000e-06  1.10000000e+00  1.00000000e-01 
-4.70000000e-06 -5.96678236e-02 -4.70000000e-06  1.10000000e+00  1.00000000e-01 
-4.60000000e-06 -5.67891430e-02 -4.60000000e-06  1.10000000e+00  1.00000000e-01 
-4.50000000e-06 -5.38946659e-02 -4.50000000e-06  1.10000000e+00  1.00000000e-01 
-4.40000000e-06 -5.09841083e-02 -4.40000000e-06  1.10000000e+00  1.00000000e-01 
-4.30000000e-06 -4.80571777e-02 -4.30000000e-06  1.10000000e+00  1.00000000e-01 
-4.20000000e-06 -4.51135720e-02 -4.20000000e-06  1.10000000e+00  1.00000000e-01 
-4.10000000e-06 -4.21529796e-02 -4.10000000e-06  1.10000000e+00  1.00000000e-01 
-4.00000000e-06 -3.91750784e-02 -4.00000000e-06  1.10000000e+00  1.00000000e-01 
-3.90000000e-06 -3.61795361e-02 -3.90000000e-06  1.10000000e+00  1.00000000e-01 
-3.80000000e-06 -3.31660086e-02 -3.80000000e-06  1.10000000e+00  1.00000000e-01 
-3.70000000e-06 -3.01341406e-02 -3.70000000e-06  1.10000000e+00  1.00000000e-01 
-3.60000000e-06 -2.70835641e-02 -3.60000000e-06  1.10000000e+00  1.00000000e-01 
-3.50000000e-06 -2.40138984e-02 -3.50000000e-06  1.10000000e+00  1.00000000e-01 
-3.40000000e-06 -2.09247491e-02 -3.40000000e-06  1.10000000e+00  1.00000000e-01 
-3.30000000e-06 -1.78157073e-02 -3.30000000e-06  1.10000000e+00  1.00000000e-01 
-3.20000000e-06 -1.46863493e-02 -3.20000000e-06  1.10000000e+00  1.00000000e-01 
-3.10000000e-06 -1.15362353e-02 -3.10000000e-06  1.10000000e+00  1.00000000e-01 
-3.00000000e-06 -8.36490883e-03 -3.00000000e-06  1.10000000e+00  1.00000000e-01 
-2.90000000e-06 -5.17189558e-03 -2.90000000e-06  1.10000000e+00  1.00000000e-01 
-2.80000000e-06 -1.95670263e-03 -2.80000000e-06  1.10000000e+00  1.00000000e-01 
-2.70000000e-06  1.28118278e-03 -2.70000000e-06  1.10000000e+00  1.00000000e-01 
-2.60000000e-06  4.54229438e-03 -2.60000000e-06  1.10000000e+00  1.00000000e-01 
-2.50000000e-06  7.82718811e-03 -2.50000000e-06  1.10000000e+00  1.00000000e-01 
-2.40000000e-06  1.11364435e-02 -2.40000000e-06  1.10000000e+00  1.00000000e-01 
-2.30000000e-06  1.44706651e-02 -2.30000000e-06  1.10000000e+00  1.00000000e-01 
-2.20000000e-06  1.78304842e-02 -2.20000000e-06  1.10000000e+00  1.00000000e-01 
-2.10000000e-06  2.12165604e-02 -2.10000000e-06  1.10000000e+00  1.00000000e-01 
-2.00000000e-06  2.46295834e-02 -2.00000000e-06  1.10000000e+00  1.00000000e-01 
-1.90000000e-06  2.80702754e-02 -1.90000000e-06  1.10000000e+00  1.00000000e-01 
-1.80000000e-06  3.15393929e-02 -1.80000000e-06  1.10000000e+00  1.00000000e-01 
-1.70000000e-06  3.50377294e-02 -1.70000000e-06  1.10000000e+00  1.00000000e-01 
-1.60000000e-06  3.85661180e-02 -1.60000000e-06  1.10000000e+00  1.00000000e-01 
-1.50000000e-06  4.21254343e-02 -1.50000000e-06  1.10000000e+00  1.00000000e-01 
-1.40000000e-06  4.57165993e-02 -1.40000000e-06  1.10000000e+00  1.00000000e-01 
-1.30000000e-06  4.93405834e-02 -1.30000000e-06  1.10000000e+00  1.00000000e-01 
-1.20000000e-06  5.29984099e-02 -1.20000000e-06  1.10000000e+00  1.00000000e-01 
-1.10000000e-06  5.66911596e-02 -1.10000000e-06  1.10000000e+00  1.00000000e-01 
-1.00000000e-06  6.04199749e-02 -1.00000000e-06  1.10000000e+00  1.00000000e-01 
-9.00000000e-07  6.41860659e-02 -9.00000000e-07  1.10000000e+00  1.00000000e-01 
-8.00000000e-07  6.79907155e-02 -8.00000000e-07  1.10000000e+00  1.00000000e-01 
-7.00000000e-07  7.18352862e-02 -7.00000000e-07  1.10000000e+00  1.00000000e-01 
-6.00000000e-07  7.57212276e-02 -6.00000000e-07  1.10000000e+00  1.00000000e-01 
-5.00000000e-07  7.96500840e-02 -5.00000000e-07  1.10000000e+00  1.00000000e-01 
-4.00000000e-07  8.36235043e-02 -4.00000000e-07  1.10000000e+00  1.00000000e-01 
-3.00000000e-07  8.76432517e-02 -3.00000000e-07  1.10000000e+00  1.00000000e-01 
-2.00000000e-07  9.17112159e-02 -2.00000000e-07  1.10000000e+00  1.00000000e-01 
-1.00000000e-07  9.58294263e-02 -1.00000000e-07  1.10000000e+00  1.00000000e-01 
-5.71747239e-21  1.00000067e-01 -5.71747239e-21  1.10000000e+00  1.00000000e-01 
 1.00000000e-07  1.04222157e-01  1.00000000e-07  1.10000000e+00  1.00000000e-01 
 2.00000000e-07  1.08494318e-01  2.00000000e-07  1.10000000e+00  1.00000000e-01 
 3.00000000e-07  1.12818349e-01  3.00000000e-07  1.10000000e+00  1.00000000e-01 
 4.00000000e-07  1.17196154e-01  4.00000000e-07  1.10000000e+00  1.00000000e-01 
 5.00000000e-07  1.21629760e-01  5.00000000e-07  1.10000000e+00  1.00000000e-01 
 6.00000000e-07  1.26121322e-01  6.00000000e-07  1.10000000e+00  1.00000000e-01 
 7.00000000e-07  1.30673139e-01  7.00000000e-07  1.10000000e+00  1.00000000e-01 
 8.00000000e-07  1.35287664e-01  8.00000000e-07  1.10000000e+00  1.00000000e-01 
 9.00000000e-07  1.39967521e-01  9.00000000e-07  1.10000000e+00  1.00000000e-01 
 1.00000000e-06  1.44715522e-01  1.00000000e-06  1.10000000e+00  1.00000000e-01 
 1.10000000e-06  1.49534686e-01  1.10000000e-06  1.10000000e+00  1.00000000e-01 
 1.20000000e-06  1.54428262e-01  1.20000000e-06  1.10000000e+00  1.00000000e-01 
 1.30000000e-06  1.59399751e-01  1.30000000e-06  1.10000000e+00  1.00000000e-01 
 1.40000000e-06  1.64452938e-01  1.40000000e-06  1.10000000e+00  1.00000000e-01 
 1.50000000e-06  1.69591922e-01  1.50000000e-06  1.10000000e+00  1.00000000e-01 
 1.60000000e-06  1.74821158e-01  1.60000000e-06  1.10000000e+00  1.00000000e-01 
 1.70000000e-06  1.80145496e-01  1.70000000e-06  1.10000000e+00  1.00000000e-01 
 1.80000000e-06  1.85570235e-01  1.80000000e-06  1.10000000e+00  1.00000000e-01 
 1.90000000e-06  1.91101185e-01  1.90000000e-06  1.10000000e+00  1.00000000e-01 
 2.00000000e-06  1.96744732e-01  2.00000000e-06  1.10000000e+00  1.00000000e-01 
 2.10000000e-06  2.02507929e-01  2.10000000e-06  1.10000000e+00  1.00000000e-01 
 2.20000000e-06  2.08398589e-01  2.20000000e-06  1.10000000e+00  1.00000000e-01 
 2.30000000e-06  2.14425411e-01  2.30000000e-06  1.10000000e+00  1.00000000e-01 
 2.40000000e-06  2.20598124e-01  2.40000000e-06  1.10000000e+00  1.00000000e-01 
 2.50000000e-06  2.26927662e-01  2.50000000e-06  1.10000000e+00  1.00000000e-01 
 2.60000000e-06  2.33426385e-01  2.60000000e-06  1.10000000e+00  1.00000000e-01 
 2.70000000e-06  2.40108365e-01  2.70000000e-06  1.10000000e+00  1.00000000e-01 
 2.80000000e-06  2.46989691e-01  2.80000000e-06  1.10000000e+00  1.00000000e-01 
 2.90000000e-06  2.54088954e-01  2.90000000e-06  1.10000000e+00  1.00000000e-01 
 3.00000000e-06  2.61427779e-01  3.00000000e-06  1.10000000e+00  1.00000000e-01 
 3.10000000e-06  2.69031571e-01  3.10000000e-06  1.10000000e+00  1.00000000e-01 
 3.20000000e-06  2.76930500e-01  3.20000000e-06  1.10000000e+00  1.00000000e-01 
 3.30000000e-06  2.85160831e-01  3.30000000e-06  1.10000000e+00  1.00000000e-01 
 3.40000000e-06  2.93766767e-01  3.40000000e-06  1.10000000e+00  1.00000000e-01 
 3.50000000e-06  3.02803410e-01  3.50000000e-06  1.10000000e+00  1.00000000e-01 
 3.60000000e-06  3.12339548e-01  3.60000000e-06  1.10000000e+00  1.00000000e-01 
 3.70000000e-06  3.22464799e-01  3.70000000e-06  1.10000000e+00  1.00000000e-01 
 3.80000000e-06  3.33297952e-01  3.80000000e-06  1.10000000e+00  1.00000000e-01 
 3.90000000e-06  3.45002189e-01  3.90000000e-06  1.10000000e+00  1.00000000e-01 
 4.00000000e-06  3.57811389e-01  4.00000000e-06  1.10000000e+00  1.00000000e-01 
 4.10000000e-06  3.72079654e-01  4.10000000e-06  1.10000000e+00  1.00000000e-01 
 4.20000000e-06  3.88384295e-01  4.20000000e-06  1.10000000e+00  1.00000000e-01 
 4.30000000e-06  4.07768547e-01  4.30000000e-06  1.10000000e+00  1.00000000e-01 
 4.40000000e-06  4.32436473e-01  4.40000000e-06  1.10000000e+00  1.00000000e-01 
 4.50000000e-06  4.68423436e-01  4.50000000e-06  1.10000000e+00  1.00000000e-01 
 4.60000000e-06  5.43106632e-01  4.60000000e-06  1.10000000e+00  1.00000000e-01 
 4.70000000e-06  8.67429887e-01  4.70000000e-06  1.10000000e+00  1.00000000e-01 
 4.80000000e-06  1.00748145e+00  4.80000000e-06  1.10000000e+00  1.00000000e-01 
 4.90000000e-06  1.04283885e+00  4.90000000e-06  1.10000000e+00  1.00000000e-01 
 5.00000000e-06  1.06296960e+00  5.00000000e-06  1.10000000e+00  1.00000000e-01 
 5.10000000e-06  1.07709723e+00  5.10000000e-06  1.10000000e+00  1.00000000e-01 
 5.20000000e-06  1.08803477e+00  5.20000000e-06  1.10000000e+00  1.00000000e-01 
 5.30000000e-06  1.09700042e+00  5.30000000e-06  1.10000000e+00  1.00000000e-01 
 5.40000000e-06  1.10462889e+00  5.40000000e-06  1.10000000e+00  1.00000000e-01 
 5.50000000e-06  1.11129173e+00  5.50000000e-06  1.10000000e+00  1.00000000e-01 
 5.60000000e-06  1.11722477e+00  5.60000000e-06  1.10000000e+00  1.00000000e-01 
 5.70000000e-06  1.12258686e+00  5.70000000e-06  1.10000000e+00  1.00000000e-01 
 5.80000000e-06  1.12749002e+00  5.80000000e-06  1.10000000e+00  1.00000000e-01 
 5.90000000e-06  1.13201617e+00  5.90000000e-06  1.10000000e+00  1.00000000e-01 
 6.00000000e-06  1.13622699e+00  6.00000000e-06  1.10000000e+00  1.00000000e-01 
