 i-sweep         v(vout)         i(viin)         v(vgate)        v(vmid)        
-6.00000000e-06 -2.67780501e-01 -6.00000000e-06  7.00000000e-01  8.00000000e-01 
-5.90000000e-06 -2.64360535e-01 -5.90000000e-06  7.00000000e-01  8.00000000e-01 
-5.80000000e-06 -2.60913733e-01 -5.80000000e-06  7.00000000e-01  8.00000000e-01 
-5.70000000e-06 -2.57439432e-01 -5.70000000e-06  7.00000000e-01  8.00000000e-01 
-5.60000000e-06 -2.53936943e-01 -5.60000000e-06  7.00000000e-01  8.00000000e-01 
-5.50000000e-06 -2.50405545e-01 -5.50000000e-06  7.00000000e-01  8.00000000e-01 
-5.40000000e-06 -2.46844489e-01 -5.40000000e-06  7.00000000e-01  8.00000000e-01 
-5.30000000e-06 -2.43252990e-01 -5.30000000e-06  7.00000000e-01  8.00000000e-01 
-5.20000000e-06 -2.39630230e-01 -5.20000000e-06  7.00000000e-01  8.00000000e-01 
-5.10000000e-06 -2.35975353e-01 -5.10000000e-06  7.00000000e-01  8.00000000e-01 
-5.00000000e-06 -2.32287461e-01 -5.00000000e-06  7.00000000e-01  8.00000000e-01 
-4.90000000e-06 -2.28565615e-01 -4.90000000e-06  7.00000000e-01  8.00000000e-01 
-4.80000000e-06 -2.24808829e-01 -4.80000000e-06  7.00000000e-01  8.00000000e-01 
-4.70000000e-06 -2.21016066e-01 -4.70000000e-06  7.00000000e-01  8.00000000e-01 
-4.60000000e-06 -2.17186238e-01 -4.60000000e-06  7.00000000e-01  8.00000000e-01 
-4.50000000e-06 -2.13318196e-01 -4.50000000e-06  7.00000000e-01  8.00000000e-01 
-4.40000000e-06 -2.09410732e-01 -4.40000000e-06  7.00000000e-01  8.00000000e-01 
-4.30000000e-06 -2.05462568e-01 -4.30000000e-06  7.00000000e-01  8.00000000e-01 
-4.20000000e-06 -2.01472355e-01 -4.20000000e-06  7.00000000e-01  8.00000000e-01 
-4.10000000e-06 -1.97438661e-01 -4.10000000e-06  7.00000000e-01  8.00000000e-01 
-4.00000000e-06 -1.93359969e-01 -4.00000000e-06  7.00000000e-01  8.00000000e-01 
-3.90000000e-06 -1.89234668e-01 -3.90000000e-06  7.00000000e-01  8.00000000e-01 
-3.80000000e-06 -1.85061041e-01 -3.80000000e-06  7.00000000e-01  8.00000000e-01 
-3.70000000e-06 -1.80837258e-01 -3.70000000e-06  7.00000000e-01  8.00000000e-01 
-3.60000000e-06 -1.76561361e-01 -3.60000000e-06  7.00000000e-01  8.00000000e-01 
-3.50000000e-06 -1.72231256e-01 -3.50000000e-06  7.00000000e-01  8.00000000e-01 
-3.40000000e-06 -1.67844692e-01 -3.40000000e-06  7.00000000e-01  8.00000000e-01 
-3.30000000e-06 -1.63399247e-01 -3.30000000e-06  7.00000000e-01  8.00000000e-01 
-3.20000000e-06 -1.58892307e-01 -3.20000000e-06  7.00000000e-01  8.00000000e-01 
-3.10000000e-06 -1.54321044e-01 -3.10000000e-06  7.00000000e-01  8.00000000e-01 
-3.00000000e-06 -1.49682389e-01 -3.00000000e-06  7.00000000e-01  8.00000000e-01 
-2.90000000e-06 -1.44972998e-01 -2.90000000e-06  7.00000000e-01  8.00000000e-01 
-2.80000000e-06 -1.40189219e-01 -2.80000000e-06  7.00000000e-01  8.00000000e-01 
-2.70000000e-06 -1.35327047e-01 -2.70000000e-06  7.00000000e-01  8.00000000e-01 
-2.60000000e-06 -1.30382073e-01 -2.60000000e-06  7.00000000e-01  8.00000000e-01 
-2.50000000e-06 -1.25349422e-01 -2.50000000e-06  7.00000000e-01  8.00000000e-01 
-2.40000000e-06 -1.20223683e-01 -2.40000000e-06  7.00000000e-01  8.00000000e-01 
-2.30000000e-06 -1.14998813e-01 -2.30000000e-06  7.00000000e-01  8.00000000e-01 
-2.20000000e-06 -1.09668036e-01 -2.20000000e-06  7.00000000e-01  8.00000000e-01 
-2.10000000e-06 -1.04223706e-01 -2.10000000e-06  7.00000000e-01  8.00000000e-01 
-2.00000000e-06 -9.86571422e-02 -2.00000000e-06  7.00000000e-01  8.00000000e-01 
-1.90000000e-06 -9.29584231e-02 -1.90000000e-06  7.00000000e-01  8.00000000e-01 
-1.80000000e-06 -8.71161247e-02 -1.80000000e-06  7.00000000e-01  8.00000000e-01 
-1.70000000e-06 -8.11169691e-02 -1.70000000e-06  7.00000000e-01  8.00000000e-01 
-1.60000000e-06 -7.49454438e-02 -1.60000000e-06  7.00000000e-01  8.00000000e-01 
-1.50000000e-06 -6.85831597e-02 -1.50000000e-06  7.00000000e-01  8.00000000e-01 
-1.40000000e-06 -6.20081268e-02 -1.40000000e-06  7.00000000e-01  8.00000000e-01 
-1.30000000e-06 -5.51937016e-02 -1.30000000e-06  7.00000000e-01  8.00000000e-01 
-1.20000000e-06 -4.81071351e-02 -1.20000000e-06  7.00000000e-01  8.00000000e-01 
-1.10000000e-06 -4.07075011e-02 -1.10000000e-06  7.00000000e-01  8.00000000e-01 
-1.00000000e-06 -3.29426570e-02 -1.00000000e-06  7.00000000e-01  8.00000000e-01 
-9.00000000e-07 -2.47446345e-02 -9.00000000e-07  7.00000000e-01  8.00000000e-01 
-8.00000000e-07 -1.60223634e-02 -8.00000000e-07  7.00000000e-01  8.00000000e-01 
-7.00000000e-07 -6.64961564e-03 -7.00000000e-07  7.00000000e-01  8.00000000e-01 
-6.00000000e-07  3.55621238e-03 -6.00000000e-07  7.00000000e-01  8.00000000e-01 
-5.00000000e-07  1.48744599e-02 -5.00000000e-07  7.00000000e-01  8.00000000e-01 
-4.00000000e-07  2.77663381e-02 -4.00000000e-07  7.00000000e-01  8.00000000e-01 
-3.00000000e-07  4.30828394e-02 -3.00000000e-07  7.00000000e-01  8.00000000e-01 
-2.00000000e-07  6.27018118e-02 -2.00000000e-07  7.00000000e-01  8.00000000e-01 
-1.00000000e-07  9.25060663e-02 -1.00000000e-07  7.00000000e-01  8.00000000e-01 
