 i-sweep         v(vout)         i(viin)         v(vgate)        v(vmid)        
-6.00000000e-06 -2.73467342e-01 -6.00000000e-06  7.00000000e-01  2.00000000e-01 
-5.90000000e-06 -2.70023155e-01 -5.90000000e-06  7.00000000e-01  2.00000000e-01 
-5.80000000e-06 -2.66551678e-01 -5.80000000e-06  7.00000000e-01  2.00000000e-01 
-5.70000000e-06 -2.63052233e-01 -5.70000000e-06  7.00000000e-01  2.00000000e-01 
-5.60000000e-06 -2.59524115e-01 -5.60000000e-06  7.00000000e-01  2.00000000e-01 
-5.50000000e-06 -2.55966588e-01 -5.50000000e-06  7.00000000e-01  2.00000000e-01 
-5.40000000e-06 -2.52378886e-01 -5.40000000e-06  7.00000000e-01  2.00000000e-01 
-5.30000000e-06 -2.48760208e-01 -5.30000000e-06  7.00000000e-01  2.00000000e-01 
-5.20000000e-06 -2.45109716e-01 -5.20000000e-06  7.00000000e-01  2.00000000e-01 
-5.10000000e-06 -2.41426536e-01 -5.10000000e-06  7.00000000e-01  2.00000000e-01 
-5.00000000e-06 -2.37709751e-01 -5.00000000e-06  7.00000000e-01  2.00000000e-01 
-4.90000000e-06 -2.33958400e-01 -4.90000000e-06  7.00000000e-01  2.00000000e-01 
-4.80000000e-06 -2.30171476e-01 -4.80000000e-06  7.00000000e-01  2.00000000e-01 
-4.70000000e-06 -2.26347919e-01 -4.70000000e-06  7.00000000e-01  2.00000000e-01 
-4.60000000e-06 -2.22486618e-01 -4.60000000e-06  7.00000000e-01  2.00000000e-01 
-4.50000000e-06 -2.18586399e-01 -4.50000000e-06  7.00000000e-01  2.00000000e-01 
-4.40000000e-06 -2.14646028e-01 -4.40000000e-06  7.00000000e-01  2.00000000e-01 
-4.30000000e-06 -2.10664200e-01 -4.30000000e-06  7.00000000e-01  2.00000000e-01 
-4.20000000e-06 -2.06639536e-01 -4.20000000e-06  7.00000000e-01  2.00000000e-01 
-4.10000000e-06 -2.02570576e-01 -4.10000000e-06  7.00000000e-01  2.00000000e-01 
-4.00000000e-06 -1.98455773e-01 -4.00000000e-06  7.00000000e-01  2.00000000e-01 
-3.90000000e-06 -1.94293481e-01 -3.90000000e-06  7.00000000e-01  2.00000000e-01 
-3.80000000e-06 -1.90081951e-01 -3.80000000e-06  7.00000000e-01  2.00000000e-01 
-3.70000000e-06 -1.85819317e-01 -3.70000000e-06  7.00000000e-01  2.00000000e-01 
